facility,"Total Completed
Appointments 1","Completed within
30 Days 2",,,"Percent
Appts
Complete
d in 30
Days or
Less 3","Completed in
Over 30 Days 4","Percent
Appts
Complete
d in Over
30 Days 5","Completed 0-7 Days
6",,"Completed 8-14
Days 7","Completed 15-30
Days 8","Completed 31-60
Days 9","Completed 61-90
Days 10","Completed 91-120
Days 11","Completed in
more than 120
Days 12","PC Avg
Wait Time
in Days
13","SC Avg
Wait Time
in Days
14","MH Avg
Wait Time
in Days
15",
(V19) (554GD) Pueblo,,"4,767","4,452",,,93.39%,315,6.61%,"3,801",,301,350,181,77,40,17,13,9,4,
"(V19) (554GE) PFC Floyd K
Lindstrom VA Clinic",,"11,015","9,513",,,86.36%,"1,502",13.64%,"8,063",,628,822,727,571,129,75,16,16,7.30,
(V19) (554GF) Alamosa,,293,278,,,94.88%,15,5.12%,236,,24,18,13,2,0,0,7.90,8,2,
(V19) (554GG) La Junta,,443,443,,,100.00%,0,0.00%,418,,16,9,0,0,0,0,1,4,2,
(V19) (554GH) Lamar,,121,121,,,100.00%,0,0.00%,100,,9,12,0,0,0,0,5,1,0.00,
(V19) (554GI) Burlington,,110,110,,,100.00%,0,0.00%,87,,15,8,0,0,0,0,5,0.00,2,
(V19) (554MA) IDES Fort Carson,,255,255,,,100.00%,0,0.00%,175,,51,29,0,0,0,0,,7,5.50,
"(V19) (575) Grand Junction, CO",,"9,217","8,886",,,96.41%,331,3.59%,"7,778",,518,590,213,51,34,33,8,6,2,
(V19) (575) Grand Junction VAMC,,"8,483","8,164",,,96.24%,319,3.76%,"7,197",,440,527,204,50,32,33,9,6,1.50,
(V19) (575GA) Montrose,,600,588,,,98.00%,12,2.00%,462,,72,54,9,1,2,0,2,8,0,
"(V19) (575GB) Major William Edward
Adams VA Clinic",,134,134,,,100.00%,0,0.00%,119,,6,9,0,0,0,0,2.10,2,4.70,
"(V19) (660) Salt Lake City, UT",,"27,131","25,334",,,93.38%,"1,797",6.62%,"21,123",,"1,859","2,352","1,222",353,136,86,6,9,4,
(V19) (660) George E. Wahlen VAMC,,"20,253","18,653",,,92.10%,"1,600",7.90%,"15,092",,"1,506","2,055","1,075",312,130,83,8,9.40,3,
(V19) (660GA) Pocatello,,"1,728","1,710",,,98.96%,18,1.04%,"1,579",,81,50,16,2,0,0,2,8.10,3,
(V19) (660GB) Ogden,,"1,685","1,591",,,94.42%,94,5.58%,"1,392",,88,111,53,37,3,1,7,17,10,
(V19) (660GC) Ely,,45,45,,,100.00%,0,0.00%,45,,0,0,0,0,0,0,0.00,,,
(V19) (660GD) Roosevelt,,136,136,,,100.00%,0,0.00%,136,,0,0,0,0,0,0,0.00,0.60,0.60,
(V19) (660GE) Orem,,"1,164","1,120",,,96.22%,44,3.78%,984,,60,76,40,1,2,1,8,11,2,
(V19) (660GG) St. George,,"1,015",995,,,98.03%,20,1.97%,939,,32,24,18,1,1,0,1.20,4,7,
(V19) (660GJ) Western Salt Lake,,"1,062","1,042",,,98.12%,20,1.88%,923,,85,34,19,0,0,1,3,7.00,2,
"(V19) (660GK) Elko, NV",,35,34,,,97.14%,1,2.86%,25,,7,2,1,0,0,0,7,1.50,0.00,
(V19) (660MA) IDES Hill AFB,,8,8,,,100.00%,0,0.00%,8,,0,0,0,0,0,0,,0.00,0.00,
"(V19) (666) Sheridan, WY",,"5,189","5,035",,,97.03%,154,2.97%,"4,513",,230,292,105,35,10,4,5,6,3,
"(V19) (666) Sheridan VA Medical
Center",,"2,603","2,524",,,96.97%,79,3.03%,"2,203",,153,168,61,14,2,2,6,7,2,
(V19) (666GB) Casper,,677,638,,,94.24%,39,5.76%,555,,31,52,17,13,7,2,9,0.90,4,
(V19) (666GC) Riverton,,728,719,,,98.76%,9,1.24%,687,,16,16,7,2,0,0,1,2,4,
(V19) (666GD) Powell,,416,398,,,95.67%,18,4.33%,354,,19,25,12,5,1,0,6,0.00,1,
(V19) (666GE) Gillette,,334,333,,,99.70%,1,0.30%,317,,3,13,1,0,0,0,2,2,0,
(V19) (666GF) Rock Springs,,431,423,,,98.14%,8,1.86%,397,,8,18,7,1,0,0,2,6,3,
,,,,,,,,,,,,,,,,,,,,
"Completed Appointment Wait Times National,
Facility, and Division Level Summaries.
Wait Time Measured from Preferred Date
For the Reporting Period Ending: December
2016",,"Total Completed
Appointments 1","Completed within
30 Days 2",,,"Percent
Appts
Complete
d in 30
Days or
Less 3","Completed in
Over 30 Days 4","Percent
Appts
Complete
d in Over
30 Days 5","Completed 0-7 Days
6",,"Completed 8-14
Days 7","Completed 15-30
Days 8","Completed 31-60
Days 9","Completed 61-90
Days 10","Completed 91-120
Days 11","Completed in
more than 120
Days 12","PC Avg
Wait Time
in Days
13","SC Avg
Wait Time
in Days
14","MH Avg
Wait Time
in Days
15",
"(V20) (463) Anchorage, AK",,"7,463","7,317",,,98.04%,146,1.96%,"6,780",,250,287,120,22,4,0,1,6,2,
"(V20) (463) Alaska VA Medical
Center",,"4,780","4,653",,,97.34%,127,2.66%,"4,178",,230,245,102,22,3,0,2,5,3,
(V20) (463BU) Anchorage DCHV,,707,707,,,100.00%,0,0.00%,707,,0,0,0,0,0,0,,,0.00,
(V20) (463GA) Fairbanks,,824,812,,,98.54%,12,1.46%,794,,10,8,11,0,1,0,0,13.10,0,
(V20) (463GB) Kenai,,648,641,,,98.92%,7,1.08%,611,,3,27,7,0,0,0,1,7,2,
(V20) (463GC) Mat-Su,,504,504,,,100.00%,0,0.00%,490,,7,7,0,0,0,0,1,,2,
"(V20) (531) Boise, ID",,"18,578","17,086",,,91.97%,"1,492",8.03%,"14,799",,919,"1,368",994,345,104,49,8,11,2,
(V20) (531) Boise VA Medical Center,,"16,071","14,811",,,92.16%,"1,260",7.84%,"12,748",,826,"1,237",846,296,83,35,7,10.80,1.60,
(V20) (531GE) Twin Falls,,"1,077","1,029",,,95.54%,48,4.46%,932,,51,46,33,10,3,2,6.90,4.00,1,
(V20) (531GG) Caldwell,,"1,410","1,226",,,86.95%,184,13.05%,"1,099",,42,85,115,39,18,12,13,22,2,
(V20) (531GH) Burns,,1,1,,,100.00%,0,0.00%,1,,0,0,0,0,0,0,0.00,,,
(V20) (531MA) IDES Mt Home AFB,,13,13,,,100.00%,0,0.00%,13,,0,0,0,0,0,0,,0.00,0.00,
(V20) (531MB) IDES Idaho ANG,,6,6,,,100.00%,0,0.00%,6,,0,0,0,0,0,0,,0.00,0.00,
"(V20) (648) Portland, OR",,"41,574","38,730",,,93.16%,"2,844",6.84%,"32,848",,"2,658","3,224","2,148",471,171,54,5.70,12,2,
"(V20) (648) Portland VA Medical
Center",,"21,694","19,987",,,92.13%,"1,707",7.87%,"17,209",,"1,244","1,534","1,182",344,135,46,9,11,1,
(V20) (648A4) Vancouver,,"6,338","5,774",,,91.10%,564,8.90%,"4,696",,458,620,490,60,11,3,6,14,2.60,
(V20) (648BU) VADOM Vancouver,,37,37,,,100.00%,0,0.00%,37,,0,0,0,0,0,0,,,,
(V20) (648GA) Bend,,"2,057","1,975",,,96.01%,82,3.99%,"1,630",,148,197,71,9,2,0,3,7,9,
(V20) (648GB) Salem,,"3,896","3,565",,,91.50%,331,8.50%,"2,876",,276,413,279,31,17,4,7,14,5,
(V20) (648GD) North Coast,,567,563,,,99.29%,4,0.71%,532,,19,12,3,1,0,0,3.20,2.80,1,
(V20) (648GE) Fairview,,"2,479","2,439",,,98.39%,40,1.61%,"2,252",,131,56,28,7,4,1,4,13,1,
(V20) (648GF) Hillsboro,,"2,795","2,696",,,96.46%,99,3.54%,"2,120",,265,311,83,14,2,0,7,10,3,
(V20) (648GG) West Linn,,"1,711","1,694",,,99.01%,17,0.99%,"1,496",,117,81,12,5,0,0,4,10,3.90,
"(V20) (653) Roseburg, OR",,"18,032","16,668",,,92.44%,"1,364",7.56%,"14,537",,928,"1,203",790,361,113,100,6,13,3,
"(V20) (653) Roseburg VA Medical
Center",,"9,177","8,491",,,92.52%,686,7.48%,"7,348",,478,665,371,210,68,37,8,12,4,
(V20) (653BV) Roseburg Domiciliary,,43,17,,,39.53%,26,60.47%,16,,0,1,2,10,0,14,,80,,
(V20) (653BY) Eugene,,"7,352","6,754",,,91.87%,598,8.13%,"5,927",,364,463,380,133,42,43,4,14,1,
(V20) (653GA) North Bend,,"1,005",968,,,96.32%,37,3.68%,853,,73,42,25,5,2,5,6,21,3,
(V20) (653GB) Brookings,,455,438,,,96.26%,17,3.74%,393,,13,32,12,3,1,1,9,0.00,1,
"(V20) (663) VA Puget Sound, WA",,"55,494","52,960",,,95.43%,"2,534",4.57%,"46,347",,"3,213","3,400","1,853",579,73,29,6.10,8,1,
"(V20) (663) Seattle VA Medical
Center",,"27,451","26,291",,,95.77%,"1,160",4.23%,"23,340",,"1,389","1,562",858,245,44,13,5,8,1,
(V20) (663A4) American Lake,,"21,630","20,432",,,94.46%,"1,198",5.54%,"17,640",,"1,329","1,463",859,302,28,9,8,10,1,
(V20) (663GA) Bellevue,,"1,802","1,784",,,99.00%,18,1.00%,"1,552",,192,40,15,3,0,0,4,1,1,
(V20) (663GB) Bremerton,,"1,037","1,027",,,99.04%,10,0.96%,937,,46,44,2,1,0,7,8,0,0,
(V20) (663GC) Mount Vernon,,"2,551","2,505",,,98.20%,46,1.80%,"2,224",,158,123,42,4,0,0,2.90,6,0,
(V20) (663GD) South Sound,,879,778,,,88.51%,101,11.49%,520,,98,160,76,24,1,0,14,1,13,
"(V20) (663HK) Puget Sound VA
Mobile Clinic",,144,143,,,99.31%,1,0.69%,134,,1,8,1,0,0,0,2,,,
"(V20) (668) Spokane, WA",,"18,054","17,275",,,95.69%,779,4.31%,"15,352",,711,"1,212",583,143,21,32,5,8,1,
(V20) (668) Mann-Grandstaff VAMC,,"15,104","14,380",,,95.21%,724,4.79%,"12,687",,629,"1,064",541,130,21,32,6,8,1,
(V20) (668GA) Wenatchee,,969,944,,,97.42%,25,2.58%,897,,22,25,16,9,0,0,1,5,3,
(V20) (668GB) Coeur d'Alene,,"1,940","1,910",,,98.45%,30,1.55%,"1,729",,58,123,26,4,0,0,4,3.70,1,
(V20) (668HK) Spokane Mobile OPC,,41,41,,,100.00%,0,0.00%,39,,2,0,0,0,0,0,1,,,
"(V20) (687) Walla Walla, WA",,"7,204","6,932",,,96.22%,272,3.78%,"6,073",,444,415,172,58,35,7,6.80,7,2,
,,,,,,,,,,,,,,,,,,,,
"Completed Appointment Wait Times National,
Facility, and Division Level Summaries.
Wait Time Measured from Preferred Date
For the Reporting Period Ending: December
2016",,"Total Completed
Appointments 1","Completed within
30 Days 2",,,"Percent
Appts
Complete
d in 30
Days or
Less 3","Completed in
Over 30 Days 4","Percent
Appts
Complete
d in Over
30 Days 5","Completed 0-7 Days
6",,"Completed 8-14
Days 7","Completed 15-30
Days 8","Completed 31-60
Days 9","Completed 61-90
Days 10","Completed 91-120
Days 11","Completed in
more than 120
Days 12","PC Avg
Wait Time
in Days
13","SC Avg
Wait Time
in Days
14","MH Avg
Wait Time
in Days
15",
"(V20) (687) Jonathan M Wainwright
VAMC",,"3,818","3,640",,,95.34%,178,4.66%,"3,229",,193,218,100,41,32,5,7.40,8,0,
(V20) (687GA) Richland,,"1,131","1,092",,,96.55%,39,3.45%,923,,108,61,34,4,1,0,8,0,2,
(V20) (687GB) Lewiston,,856,843,,,98.48%,13,1.52%,762,,56,25,8,4,1,0,4,0.00,4,
(V20) (687GC) La Grande,,228,228,,,100.00%,0,0.00%,226,,2,0,0,0,0,0,0,0,0.00,
(V20) (687HA) Yakima,,"1,171","1,129",,,96.41%,42,3.59%,933,,85,111,30,9,1,2,9,1,7,
"(V20) (692) White City, OR",,"9,169","8,887",,,96.92%,282,3.08%,"8,088",,345,454,232,26,6,18,6,5,2,
"(V20) (692) White City VA Medical
Center",,"7,923","7,673",,,96.84%,250,3.16%,"6,928",,322,423,223,23,3,1,5,5,2,
(V20) (692GA) Klamath Falls,,846,839,,,99.17%,7,0.83%,808,,10,21,2,0,1,4,4,3,0.20,
(V20) (692GB) Grants Pass,,400,375,,,93.75%,25,6.25%,352,,13,10,7,3,2,13,12,0,2,
"(V21) (358) Manila, PI",,"1,786","1,758",,,98.43%,28,1.57%,"1,600",,85,73,23,3,2,0,2,5,6.80,
(V21) (358) Manila,,"1,786","1,758",,,98.43%,28,1.57%,"1,600",,85,73,23,3,2,0,2,5,6.80,
"(V21) (459) Honolulu, HI",,"14,853","14,458",,,97.34%,395,2.66%,"12,689",,935,834,320,65,10,0,5.20,4,3.10,
"(V21) (459) Spark M Matsunaga
VAMC",,"9,442","9,203",,,97.47%,239,2.53%,"8,220",,490,493,183,49,7,0,6.00,4,1,
(V21) (459GA) Maui,,"1,017",999,,,98.23%,18,1.77%,887,,73,39,16,1,1,0,2,0,5,
(V21) (459GB) Hilo,,911,894,,,98.13%,17,1.87%,798,,60,36,16,1,0,0,5,1,1.30,
(V21) (459GC) Kona,,604,602,,,99.67%,2,0.33%,534,,53,15,2,0,0,0,3,1,3,
(V21) (459GD) Kauai,,560,551,,,98.39%,9,1.61%,503,,26,22,9,0,0,0,2,0,7,
(V21) (459GE) Guam,,720,665,,,92.36%,55,7.64%,559,,48,58,43,11,1,0,9,4,4,
(V21) (459GF) American Samoa,,615,601,,,97.72%,14,2.28%,467,,76,58,13,1,0,0,5,7,3,
(V21) (459GG) Leeward Oahu,,982,941,,,95.82%,41,4.18%,719,,109,113,38,2,1,0,6,0.00,8.80,
(V21) (459MA) IDES Honolulu C&P,,2,2,,,100.00%,0,0.00%,2,,0,0,0,0,0,0,,0.00,0.00,
"(V21) (570) Fresno, CA",,"19,846","18,956",,,95.52%,890,4.48%,"16,677",,"1,071","1,208",634,252,4,0,1,9.70,0,
(V21) (570) Fresno VAMC,,"17,202","16,372",,,95.17%,830,4.83%,"14,155",,"1,042","1,175",595,233,2,0,1,10,0,
(V21) (570GA) Merced,,813,769,,,94.59%,44,5.41%,732,,14,23,31,13,0,0,0,19,0.00,
(V21) (570GB) Tulare,,"1,384","1,382",,,99.86%,2,0.14%,"1,360",,14,8,1,1,0,0,0,2,1,
(V21) (570GC) Oakhurst,,447,433,,,96.87%,14,3.13%,430,,1,2,7,5,2,0,0,14,0,
"(V21) (612) N. California, CA",,"60,593","57,940",,,95.62%,"2,653",4.38%,"51,477",,"3,060","3,403","1,911",615,114,13,6,7,1,
(V21) (612) Martinez VA CLC,,1,0,,,0.00%,1,100.00%,0,,0,0,1,0,0,0,,37.00,,
(V21) (612A4) Sacramento VAMC,,"21,809","20,903",,,95.85%,906,4.15%,"18,614",,"1,091","1,198",677,188,31,10,6,6,2,
(V21) (612B4) Redding,,"6,633","6,251",,,94.24%,382,5.76%,"5,506",,316,429,302,64,15,1,4,10,1,
(V21) (612BY) Oakland,,"5,316","5,132",,,96.54%,184,3.46%,"4,690",,189,253,161,23,0,0,6,7.00,0.60,
(V21) (612GD) Fairfield,,"1,540","1,533",,,99.55%,7,0.45%,"1,432",,57,44,7,0,0,0,3,2,0,
(V21) (612GE) Mare Island,,"2,091","2,051",,,98.09%,40,1.91%,"1,940",,55,56,31,9,0,0,3,2,0,
(V21) (612GF) Martinez,,"11,727","11,101",,,94.66%,626,5.34%,"9,726",,650,725,440,175,11,0,4,9,0,
(V21) (612GG) Chico,,"2,859","2,605",,,91.12%,254,8.88%,"2,426",,78,101,92,107,54,1,19,6,0,
(V21) (612GH) McClellan,,"7,318","7,106",,,97.10%,212,2.90%,"6,047",,538,521,170,39,2,1,4,6,0,
(V21) (612GI) Yuba City,,"1,186","1,145",,,96.54%,41,3.46%,983,,86,76,30,10,1,0,9,2.10,1,
(V21) (612MA) IDES McClellan OPC,,8,8,,,100.00%,0,0.00%,8,,0,0,0,0,0,0,,0,,
(V21) (612QD) Howe Road VA Clinic,,105,105,,,100.00%,0,0.00%,105,,0,0,0,0,0,0,,,,
"(V21) (640) Palo Alto, CA",,"37,909","36,275",,,95.69%,"1,634",4.31%,"30,176",,"2,802","3,297","1,368",194,42,30,7.20,6,5.50,
(V21) (640) Palo Alto VAMC,,"15,797","15,366",,,97.27%,431,2.73%,"13,276",,960,"1,130",330,79,16,6,6,5,1.00,
(V21) (640A0) Palo Alto-Menlo Pk,,"1,591","1,546",,,97.17%,45,2.83%,"1,415",,70,61,43,0,2,0,4,5,3.20,
"(V21) (640A4) Palo Alto VAMC-
Livermore",,"5,603","5,338",,,95.27%,265,4.73%,"4,158",,539,641,240,23,2,0,4.10,8,4,
,,,,,,,,,,,,,,,,,,,,
"Completed Appointment Wait Times National,
Facility, and Division Level Summaries.
Wait Time Measured from Preferred Date
For the Reporting Period Ending: December
2016",,"Total Completed
Appointments 1","Completed within
30 Days 2",,,"Percent
Appts
Complete
d in 30
Days or
Less 3","Completed in
Over 30 Days 4","Percent
Appts
Complete
d in Over
30 Days 5","Completed 0-7 Days
6",,"Completed 8-14
Days 7","Completed 15-30
Days 8","Completed 31-60
Days 9","Completed 61-90
Days 10","Completed 91-120
Days 11","Completed in
more than 120
Days 12","PC Avg
Wait Time
in Days
13","SC Avg
Wait Time
in Days
14","MH Avg
Wait Time
in Days
15",
(V21) (640BY) San Jose,,"4,268","4,165",,,97.59%,103,2.41%,"3,300",,386,479,101,2,0,0,5,8,4.70,
(V21) (640GA) Capitola,,113,111,,,98.23%,2,1.77%,58,,26,27,2,0,0,0,8,,23.40,
(V21) (640GB) Sonora,,684,628,,,91.81%,56,8.19%,465,,71,92,50,3,2,1,12,0.00,5,
(V21) (640GC) Fremont,,725,712,,,98.21%,13,1.79%,612,,59,41,11,1,1,0,2,16.00,8,
(V21) (640HA) Stockton,,"2,599","2,434",,,93.65%,165,6.35%,"2,046",,184,204,132,23,7,3,6.80,0.00,12,
(V21) (640HB) Modesto,,"2,431","2,268",,,93.29%,163,6.71%,"1,870",,206,192,89,43,11,20,12,4,12,
(V21) (640HC) Monterey,,"4,037","3,646",,,90.31%,391,9.69%,"2,915",,301,430,370,20,1,0,9,10,3,
"(V21) (640QA) Palo Alto 1 VA Mobile
Clinic",,61,61,,,100.00%,0,0.00%,61,,0,0,0,0,0,0,,0.00,,
"(V21) (654) Reno, NV",,"23,891","23,286",,,97.47%,605,2.53%,"21,203",,"1,120",963,499,66,34,6,5,4,1,
(V21) (654) Ioannis A Lougaris VAMC,,"21,177","20,661",,,97.56%,516,2.44%,"18,792",,"1,003",866,419,60,32,5,6,4,1.00,
(V21) (654GA) Sierra Foothills,,853,845,,,99.06%,8,0.94%,820,,10,15,7,1,0,0,1,8,1,
(V21) (654GB) Carson Valley,,801,759,,,94.76%,42,5.24%,647,,56,56,41,0,1,0,8,0.00,4,
(V21) (654GC) Lahontan Valley,,804,769,,,95.65%,35,4.35%,705,,41,23,29,4,1,1,5,2,2,
(V21) (654GD) Diamond View,,256,252,,,98.44%,4,1.56%,239,,10,3,3,1,0,0,2,0.00,1,
"(V21) (662) San Francisco, CA",,"33,319","32,563",,,97.73%,756,2.27%,"29,654",,"1,457","1,452",601,99,26,30,5.90,4,3,
(V21) (662) San Francisco VAMC,,"22,453","22,158",,,98.69%,295,1.31%,"20,740",,690,728,246,27,14,8,5,3,0,
(V21) (662GA) Santa Rosa,,"4,071","3,716",,,91.28%,355,8.72%,"2,943",,340,433,289,53,11,2,8,10,9,
(V21) (662GC) Eureka,,"2,892","2,876",,,99.45%,16,0.55%,"2,562",,203,111,12,2,1,1,3,3,4,
(V21) (662GD) Ukiah,,"1,141","1,086",,,95.18%,55,4.82%,963,,72,51,28,10,0,17,18,2,9.60,
(V21) (662GE) San Bruno,,734,716,,,97.55%,18,2.45%,602,,64,50,17,1,0,0,5,6,4,
"(V21) (662GF) San Francisco VA
Clinic",,879,878,,,99.89%,1,0.11%,836,,30,12,0,1,0,0,1,2,2,
(V21) (662GG) Clearlake,,"1,149","1,133",,,98.61%,16,1.39%,"1,008",,58,67,9,5,0,2,5.00,2,4,
"(V22) (593) Las Vegas, NV",,"42,241","39,062",,,92.47%,"3,179",7.53%,"34,020",,"2,397","2,645","1,880",904,315,80,7,10,4,
"(V22) (593) Las Vegas VA Medical
Center",,"28,197","25,854",,,91.69%,"2,343",8.31%,"22,692",,"1,447","1,715","1,319",701,244,79,3,10,1,
(V22) (593GC) Pahrump,,748,739,,,98.80%,9,1.20%,713,,19,7,4,5,0,0,0,1,3,
"(V22) (593GD) Northwest Las Vegas
VA Clinic",,"4,000","3,817",,,95.43%,183,4.58%,"3,317",,268,232,129,38,16,0,6,8,4,
"(V22) (593GE) Southeast Las Vegas
VA Clinic",,"2,935","2,760",,,94.04%,175,5.96%,"2,466",,181,113,127,34,14,0,7,6,4,
"(V22) (593GF) Southwest Las Vegas
VA Clinic",,"3,509","3,330",,,94.90%,179,5.10%,"2,760",,266,304,141,37,1,0,6.40,10,6,
"(V22) (593GG) Northeast Las Vegas
VA Clinic",,"2,510","2,243",,,89.36%,267,10.64%,"1,868",,190,185,139,88,40,0,11,7,8.60,
(V22) (593GH) Jesse Dean VA Clinic,,342,319,,,93.27%,23,6.73%,204,,26,89,21,1,0,1,10,9,0.00,
"(V22) (600) Long Beach, CA",,"50,005","48,579",,,97.15%,"1,426",2.85%,"43,961",,"2,252","2,366","1,114",209,76,27,3.50,5,4,
"(V22) (600) Long Beach VA Medical
Center",,"44,811","43,536",,,97.15%,"1,275",2.85%,"39,642",,"1,805","2,089",994,182,73,26,3,5,3,
(V22) (600GA) Anaheim,,919,896,,,97.50%,23,2.50%,752,,75,69,20,0,2,1,4,0.70,8,
(V22) (600GB) Santa Ana,,"1,849","1,730",,,93.56%,119,6.44%,"1,424",,178,128,91,27,1,0,5,9,5.80,
(V22) (600GC) Cabrillo,,"1,139","1,139",,,100.00%,0,0.00%,"1,127",,5,7,0,0,0,0,1,0.00,3,
(V22) (600GD) Whittier,,542,542,,,100.00%,0,0.00%,430,,93,19,0,0,0,0,4,,4.60,
(V22) (600GE) Laguna Hills,,745,736,,,98.79%,9,1.21%,586,,96,54,9,0,0,0,4,0.00,6,
"(V22) (605) Loma Linda, CA",,"48,693","45,752",,,93.96%,"2,941",6.04%,"40,160",,"2,669","2,923","2,071",577,223,70,8,8,4.30,
"(V22) (605) Jerry L Pettis Memorial
Veterans Hospital",,"25,611","24,000",,,93.71%,"1,611",6.29%,"20,673",,"1,569","1,758","1,199",291,68,53,2.40,8,2,
(V22) (605BZ) Loma Linda VA Clinic,,"15,067","14,563",,,96.65%,504,3.35%,"13,253",,634,676,432,63,6,3,2,6,4,
(V22) (605GA) Victorville,,"1,449","1,257",,,86.75%,192,13.25%,"1,028",,108,121,117,61,8,6,13,9,14,
(V22) (605GB) Murrieta,,"1,924","1,513",,,78.64%,411,21.36%,"1,251",,119,143,137,140,133,1,32,10,3,
,,,,,,,,,,,,,,,,,,,,
"Completed Appointment Wait Times National,
Facility, and Division Level Summaries.
Wait Time Measured from Preferred Date
For the Reporting Period Ending: December
2016",,"Total Completed
Appointments 1","Completed within
30 Days 2",,,"Percent
Appts
Complete
d in 30
Days or
Less 3","Completed in
Over 30 Days 4","Percent
Appts
Complete
d in Over
30 Days 5","Completed 0-7 Days
6",,"Completed 8-14
Days 7","Completed 15-30
Days 8","Completed 31-60
Days 9","Completed 61-90
Days 10","Completed 91-120
Days 11","Completed in
more than 120
Days 12","PC Avg
Wait Time
in Days
13","SC Avg
Wait Time
in Days
14","MH Avg
Wait Time
in Days
15",
(V22) (605GC) Palm Desert,,"2,021","2,010",,,99.46%,11,0.54%,"1,916",,70,24,10,1,0,0,2,0.80,0,
(V22) (605GD) Corona,,933,794,,,85.10%,139,14.90%,613,,71,110,127,12,0,0,19,1,5,
(V22) (605GE) Rancho Cucamonga,,"1,688","1,615",,,95.68%,73,4.32%,"1,426",,98,91,49,9,8,7,5,0,9.00,
"(V22) (664) San Diego, CA",,"48,643","46,772",,,96.15%,"1,871",3.85%,"41,798",,"2,299","2,675","1,494",312,43,22,2,7,3.70,
"(V22) (664) San Diego VA Medical
Center",,"30,319","28,963",,,95.53%,"1,356",4.47%,"25,942",,"1,297","1,724","1,083",225,31,17,2,7,2,
(V22) (664BU) San Diego Domiciliary,,132,132,,,100.00%,0,0.00%,132,,0,0,0,0,0,0,,,,
(V22) (664BY) Mission Valley,,"8,728","8,442",,,96.72%,286,3.28%,"7,487",,484,471,231,46,7,2,2,8,6,
(V22) (664GA) Imperial Valley,,419,418,,,99.76%,1,0.24%,410,,3,5,1,0,0,0,1,0.00,2,
(V22) (664GB) Oceanside,,"6,250","6,064",,,97.02%,186,2.98%,"5,315",,370,379,142,38,3,3,2,6,3.90,
(V22) (664GC) Chula Vista,,"1,715","1,681",,,98.02%,34,1.98%,"1,544",,71,66,30,2,2,0,2,7,1,
(V22) (664GD) Escondido,,"1,080","1,072",,,99.26%,8,0.74%,968,,74,30,7,1,0,0,2,0.00,5,
(V22) (691) Greater Los Angeles HCS,,"58,835","55,012",,,93.50%,"3,823",6.50%,"48,186",,"2,979","3,847","2,893",690,172,68,4,10,3,
"(V22) (691) West Los Angeles VA
Medical Center",,"26,890","24,915",,,92.66%,"1,975",7.34%,"21,519",,"1,374","2,022","1,586",270,82,37,4,9,4,
"(V22) (691A4) Sepulveda VA Medical
Center",,"13,390","12,140",,,90.66%,"1,250",9.34%,"10,495",,711,934,858,304,62,26,3,14,2,
(V22) (691GB) Santa Barbara,,841,835,,,99.29%,6,0.71%,785,,22,28,4,1,1,0,3,8.00,1,
(V22) (691GC) Gardena,,678,663,,,97.79%,15,2.21%,642,,5,16,8,7,0,0,1,1,5,
(V22) (691GD) Bakersfield,,"3,277","3,183",,,97.13%,94,2.87%,"2,912",,149,122,50,28,15,1,2,10,2,
(V22) (691GE) Los Angeles,,"7,479","7,319",,,97.86%,160,2.14%,"6,859",,264,196,120,37,3,0,1,6,3.90,
(V22) (691GF) East Los Angeles,,801,801,,,100.00%,0,0.00%,774,,22,5,0,0,0,0,1,,1,
(V22) (691GG) Antelope Valley,,879,875,,,99.54%,4,0.46%,768,,49,58,4,0,0,0,4,0,2,
(V22) (691GK) San Luis Obispo,,861,811,,,94.19%,50,5.81%,671,,70,70,35,13,2,0,7.00,8,7,
(V22) (691GL) Santa Maria,,"1,835","1,717",,,93.57%,118,6.43%,"1,414",,135,168,104,10,2,2,8,6,7,
(V22) (691GM) Oxnard,,"1,904","1,753",,,92.07%,151,7.93%,"1,347",,178,228,124,20,5,2,12,10,4,
"(V23) (437) Fargo, ND",,"16,081","15,592",,,96.96%,489,3.04%,"14,584",,488,520,322,128,29,10,2,6,1,
(V23) (437) Fargo VAMC,,"11,390","10,956",,,96.19%,434,3.81%,"10,197",,351,408,286,116,22,10,3,5.90,1,
(V23) (437GA) Grafton,,193,193,,,100.00%,0,0.00%,190,,2,1,0,0,0,0,0,0.00,1,
(V23) (437GB) Bismarck,,"1,386","1,359",,,98.05%,27,1.95%,"1,274",,38,47,19,6,2,0,1,8,2,
(V23) (437GC) Fergus Falls,,433,431,,,99.54%,2,0.46%,420,,7,4,2,0,0,0,1,4,0,
(V23) (437GD) Minot,,525,517,,,98.48%,8,1.52%,479,,26,12,5,2,1,0,3,7,1,
(V23) (437GE) Bemidji,,"1,179","1,170",,,99.24%,9,0.76%,"1,115",,33,22,5,4,0,0,2,0.40,1,
(V23) (437GF) Williston,,306,299,,,97.71%,7,2.29%,290,,7,2,3,0,4,0,3,1,0,
(V23) (437GI) Grand Forks,,669,667,,,99.70%,2,0.30%,619,,24,24,2,0,0,0,2,2.40,1,
"(V23) (438) Sioux Falls, SD",,"19,067","18,340",,,96.19%,727,3.81%,"16,406",,"1,064",870,505,190,29,3,2,7,2,
(V23) (438) Royal C. Johnson VAMC,,"14,250","13,552",,,95.10%,698,4.90%,"12,023",,846,683,477,190,28,3,2,7.30,2,
