facility,Total Completed Appointments 1,Completed within 30 Days 2,Percent Appts Complete d in 30 Days or Less 3,Completed in Over 30 Days 4,Percent Appts Complete d in Over 30 Days 5,"Completed 0-7 Days
6","Completed 8-14
Days 7","Completed 15-30
Days 8","Completed 31-60
Days 9","Completed 61-90
Days 10","Completed 91-120
Days 11","Completed in more than 120
Days 12",PC Avg Wait Time in Days 13,SC Avg Wait Time in Days 14,MH Avg Wait Time in Days 15,,,
"(2V09) (614GC) Holly Springs, MS",313,313,100.00%,0,0.00%,261,36,16,0,0,0,0,4.17,0.20,1.52,,,
"(2V09) (614GD) Savannah, TN",216,214,99.07%,2,0.93%,208,2,4,2,0,0,0,1.21,0.00,1.17,,,
"(2V09) (614GE) Covington, TN","1,616","1,606",99.38%,10,0.62%,"1,552",32,22,6,4,0,0,1.20,5.81,2.04,,,
"(2V09) (614GF) Nonconnah, TN","5,828","5,768",98.97%,60,1.03%,"5,377",222,169,48,9,0,3,2.33,3.64,0.42,,,
"(2V09) (614GG) Jackson, TN","1,761","1,736",98.58%,25,1.42%,"1,633",48,55,15,7,2,1,1.82,6.72,0.96,,,
"(2V09) (614GI) Dyersburg, TN",487,476,97.74%,11,2.26%,427,32,17,11,0,0,0,4.04,0.00,1.48,,,
"(2V09) (614GN) Helena, AR",228,228,100.00%,0,0.00%,209,14,5,0,0,0,0,2.51,0.00,2.49,,,
"(2V09) (614QA) Union Avenue, TN",800,800,100.00%,0,0.00%,800,0,0,0,0,0,0,,,,,,
"(2V09) (621) Mountain Home, TN HCS","34,355","33,364",97.12%,991,2.88%,"29,992","1,784","1,588",743,202,24,22,2.79,5.88,2.31,,,
"(2V09) (621) Mountain Home, TN (James H. Quillen)","22,734","21,939",96.50%,795,3.50%,"19,661","1,144","1,134",597,155,22,21,2.29,6.24,1.57,,,
"(2V09) (621BU) Mountain Home, TN
- VADOM",114,114,100.00%,0,0.00%,111,2,1,0,0,0,0,0.78,,,,,
"(2V09) (621BY) Knoxville, TN (William C. Tallent)","5,173","5,125",99.07%,48,0.93%,"4,746",220,159,46,2,0,0,2.37,2.17,1.55,,,
"(2V09) (621GA) Rogersville, TN",587,585,99.66%,2,0.34%,546,29,10,2,0,0,0,2.03,0.00,2.56,,,
"(2V09) (621GC) Norton, VA",556,553,99.46%,3,0.54%,526,15,12,2,0,0,1,1.61,0.00,2.16,,,
"(2V09) (621GG) Morristown, TN",983,975,99.19%,8,0.81%,894,53,28,8,0,0,0,2.80,0.35,0.59,,,
"(2V09) (621GI) Sevierville, TN (Dannie A. Carr)","1,411","1,322",93.69%,89,6.31%,"1,089",144,89,47,40,2,0,7.32,0.00,6.78,,,
"(2V09) (621GJ) Bristol, VA","1,036","1,019",98.36%,17,1.64%,896,69,54,15,2,0,0,2.70,0.04,5.85,,,
"(2V09) (621GK) Campbell County, TN",480,475,98.96%,5,1.04%,451,17,7,3,2,0,0,1.14,0.90,5.17,,,
"(2V09) (621QA) Jonesville, VA",104,100,96.15%,4,3.85%,89,7,4,4,0,0,0,3.64,,,,,
"(2V09) (621QB) Marion, VA",87,87,100.00%,0,0.00%,71,6,10,0,0,0,0,4.83,,,,,
"(2V09) (621QC) Vansant, VA",49,41,83.67%,8,16.33%,28,0,13,8,0,0,0,11.69,,,,,
"(2V09) (621QD) Knox County, TN",590,579,98.14%,11,1.86%,452,66,61,10,1,0,0,,5.81,1.81,,,
"(2V09) (621QE) Downtown West, TN",451,450,99.78%,1,0.22%,432,12,6,1,0,0,0,,1.58,,,,
(2V09) (626) Middle Tennessee HCS,"60,423","56,573",93.63%,"3,850",6.37%,"49,931","3,049","3,593","2,586",816,259,189,4.76,9.10,4.96,,,
"(2V09) (626) Nashville, TN","23,222","21,645",93.21%,"1,577",6.79%,"19,164","1,047","1,434","1,013",370,120,74,4.05,8.66,3.94,,,
"(2V09) (626A4) Murfreesboro, TN (Alvin C. York)","14,992","14,023",93.54%,969,6.46%,"12,324",789,910,714,159,55,41,2.63,9.60,4.22,,,
"(2V09) (626GA) Dover, TN",458,455,99.34%,3,0.66%,405,28,22,2,1,0,0,3.27,1.22,1.57,,,
"(2V09) (626GC) Bowling Green, KY","1,103","1,020",92.48%,83,7.52%,827,48,145,63,13,5,2,5.79,4.59,21.31,,,
"(2V09) (626GE) Clarksville, TN","4,733","4,296",90.77%,437,9.23%,"3,708",305,283,276,93,28,40,5.27,16.82,4.28,,,
"(2V09) (626GF) Chattanooga, TN","4,792","4,620",96.41%,172,3.59%,"4,248",210,162,130,28,13,1,2.89,3.81,5.36,,,
"(2V09) (626GG) Tullahoma, TN",320,297,92.81%,23,7.19%,260,14,23,19,4,0,0,2.63,10.93,18.05,,,
"(2V09) (626GH) Cookeville, TN","1,416","1,371",96.82%,45,3.18%,"1,265",53,53,31,7,4,3,2.67,13.38,5.74,,,
"Completed Appointment Wait Times National, Facility, and Division Level Summaries.
Wait Time Measured from Preferred Date For the Reporting Period Ending:  December 2018",Total Completed Appointments 1,Completed within 30 Days 2,Percent Appts Complete d in 30 Days or Less 3,Completed in Over 30 Days 4,Percent Appts Complete d in Over 30 Days 5,"Completed 0-7 Days
6","Completed 8-14
Days 7","Completed 15-30
Days 8","Completed 31-60
Days 9","Completed 61-90
Days 10","Completed 91-120
Days 11","Completed in more than 120
Days 12",PC Avg Wait Time in Days 13,SC Avg Wait Time in Days 14,MH Avg Wait Time in Days 15,,,
"(2V09) (626GJ) Hopkinsville, KY","1,754","1,561",89.00%,193,11.00%,"1,339",108,114,124,50,11,8,10.92,6.85,10.03,,,
"(2V09) (626GK) McMinnville, TN",690,661,95.80%,29,4.20%,579,55,27,13,10,5,1,4.66,19.68,6.05,,,
"(2V09) (626GL) Roane County, TN",364,344,94.51%,20,5.49%,303,26,15,17,2,1,0,4.17,4.00,6.69,,,
"(2V09) (626GM) Maury County, TN",797,749,93.98%,48,6.02%,592,88,69,26,12,6,4,9.96,2.38,6.61,,,
"(2V09) (626GN) Athens, TN",378,364,96.30%,14,3.70%,310,27,27,10,2,1,1,5.86,5.60,5.61,,,
"(2V09) (626GO) International Plaza, TN","1,037","1,007",97.11%,30,2.89%,888,49,70,21,2,2,5,6.52,3.57,1.38,,,
(2V09) (626MA) IDES Fort Campbell,163,163,100.00%,0,0.00%,163,0,0,0,0,0,0,,0.05,0.12,,,
"(2V09) (626QA) Albion Street, TN",711,683,96.06%,28,3.94%,552,61,70,23,1,1,3,6.93,,2.22,,,
"(2V09) (626QB) Charlotte Avenue, TN","1,554","1,500",96.53%,54,3.47%,"1,327",81,92,45,2,3,4,5.40,9.70,1.69,,,
"(2V09) (626QC) Pointe Centre, TN","1,441","1,321",91.67%,120,8.33%,"1,194",55,72,55,59,4,2,,14.79,5.38,,,
"(2V09) (626QD) Glenis Drive, TN",498,493,99.00%,5,1.00%,483,5,5,4,1,0,0,,,2.27,,,
"(3V10) (538) Chillicothe, OH HCS","14,886","14,069",94.51%,817,5.49%,"12,309",802,958,600,118,46,53,2.03,10.28,2.90,,,
"(3V10) (538) Chillicothe, OH","9,572","8,913",93.12%,659,6.88%,"7,565",599,749,494,95,32,38,1.67,10.62,3.00,,,
"(3V10) (538GA) Athens, OH","1,008",978,97.02%,30,2.98%,876,34,68,23,0,6,1,1.40,10.23,4.45,,,
"(3V10) (538GB) Portsmouth, OH","1,296","1,248",96.30%,48,3.70%,"1,183",41,24,31,7,4,6,2.16,10.77,1.04,,,
"(3V10) (538GC) Marietta, OH",703,682,97.01%,21,2.99%,628,30,24,10,7,2,2,2.91,8.84,1.96,,,
"(3V10) (538GD) Lancaster, OH","1,105","1,072",97.01%,33,2.99%,999,39,34,19,6,2,6,1.71,8.19,2.96,,,
"(3V10) (538GE) Cambridge, OH",789,771,97.72%,18,2.28%,699,40,32,15,3,0,0,3.34,5.85,2.10,,,
"(3V10) (538GF) Wilmington, OH",413,405,98.06%,8,1.94%,359,19,27,8,0,0,0,2.16,6.56,5.42,,,
"(3V10) (539) Cincinnati, OH HCS","31,788","30,103",94.70%,"1,685",5.30%,"26,689","1,589","1,825","1,131",312,129,113,4.53,8.72,2.95,,,
"(3V10) (539) Cincinnati, OH","19,860","18,533",93.32%,"1,327",6.68%,"16,234","1,017","1,282",853,275,123,76,4.76,10.60,2.03,,,
"(3V10) (539A4) Fort Thomas, KY",909,886,97.47%,23,2.53%,799,33,54,19,4,0,0,,11.43,0.09,,,
"(3V10) (539GA) Bellevue, KY","1,283","1,234",96.18%,49,3.82%,"1,128",60,46,28,4,2,15,7.22,2.02,9.71,,,
"(3V10) (539GB) Clermont County, OH","2,298","2,237",97.35%,61,2.65%,"1,992",139,106,52,6,1,2,3.27,4.78,3.08,,,
"(3V10) (539GC) Dearborn, IN","1,560","1,479",94.81%,81,5.19%,"1,357",42,80,71,4,0,6,7.44,5.83,5.06,,,
"(3V10) (539GD) Florence, KY","2,037","1,994",97.89%,43,2.11%,"1,817",77,100,36,2,1,4,2.78,4.20,4.45,,,
"(3V10) (539GE) Hamilton, OH","1,684","1,654",98.22%,30,1.78%,"1,515",65,74,24,3,1,2,3.08,3.57,3.36,,,
"(3V10) (539GF) Georgetown, OH",806,789,97.89%,17,2.11%,743,30,16,14,1,0,2,3.82,3.22,4.84,,,
"(3V10) (539QB) Highland Avenue, OH","1,351","1,297",96.00%,54,4.00%,"1,104",126,67,34,13,1,6,,5.56,,,,
"(3V10) (541) Cleveland, OH HCS","78,492","73,640",93.82%,"4,852",6.18%,"62,019","5,235","6,386","3,713",714,206,219,5.12,8.70,6.11,,,
"(3V10) (541) Cleveland, OH (Louis Stokes Cleveland)","32,244","30,031",93.14%,"2,213",6.86%,"24,479","2,322","3,230","1,711",307,105,90,9.96,8.90,3.89,,,
"(3V10) (541BY) Canton, OH","5,365","5,007",93.33%,358,6.67%,"4,106",447,454,301,37,4,16,4.13,10.23,10.11,,,
"(3V10) (541BZ) Youngstown, OH","5,095","4,952",97.19%,143,2.81%,"4,456",298,198,127,10,2,4,2.60,4.62,2.91,,,
"(3V10) (541GB) Lorain, OH","3,036","2,959",97.46%,77,2.54%,"2,651",143,165,56,13,2,6,3.09,6.24,13.85,,,
"(3V10) (541GC) Sandusky, OH","1,772","1,652",93.23%,120,6.77%,"1,409",108,135,83,15,7,15,6.11,7.91,10.25,,,
"(3V10) (541GD) Mansfield, OH (David F. Winder)","4,157","4,030",96.94%,127,3.06%,"3,685",155,190,110,14,0,3,1.26,5.48,2.74,,,
"(3V10) (541GE) McCafferty, OH",531,513,96.61%,18,3.39%,440,43,30,12,2,1,3,3.61,4.66,6.98,,,
"(3V10) (541GF) Lake County, OH","2,952","2,844",96.34%,108,3.66%,"2,466",203,175,76,15,10,7,2.89,8.71,5.37,,,
"(3V10) (541GG) Akron, OH","6,839","6,329",92.54%,510,7.46%,"5,257",501,571,382,93,15,20,6.37,9.44,6.72,,,
"(3V10) (541GH) East Liverpool, OH","1,057","1,021",96.59%,36,3.41%,930,48,43,27,7,1,1,2.39,5.25,5.31,,,
"(3V10) (541GI) Warren, OH","1,485","1,405",94.61%,80,5.39%,"1,250",74,81,64,13,1,2,5.19,6.95,3.60,,,
"(3V10) (541GJ) New Philadelphia, OH","1,567","1,533",97.83%,34,2.17%,"1,341",101,91,29,2,2,1,2.93,4.95,3.15,,,
"Completed Appointment Wait Times National, Facility, and Division Level Summaries.
Wait Time Measured from Preferred Date For the Reporting Period Ending:  December 2018",Total Completed Appointments 1,Completed within 30 Days 2,Percent Appts Complete d in 30 Days or Less 3,Completed in Over 30 Days 4,Percent Appts Complete d in Over 30 Days 5,"Completed 0-7 Days
6","Completed 8-14
Days 7","Completed 15-30
Days 8","Completed 31-60
Days 9","Completed 61-90
Days 10","Completed 91-120
Days 11","Completed in more than 120
Days 12",PC Avg Wait Time in Days 13,SC Avg Wait Time in Days 14,MH Avg Wait Time in Days 15,,,
"(3V10) (541GK) Ravenna, OH","1,647","1,568",95.20%,79,4.80%,"1,353",105,110,59,11,7,2,4.60,8.57,3.40,,,
"(3V10) (541GL) Parma, OH","9,560","8,658",90.56%,902,9.44%,"7,100",679,879,655,171,39,37,7.34,9.54,9.04,,,
"(3V10) (541GM) Cleveland-Superior, OH",62,50,80.65%,12,19.35%,19,3,28,11,1,0,0,,,,,,
"(3V10) (541QA) Summit County, OH",11,10,90.91%,1,9.09%,10,0,0,1,0,0,0,,,,,,
"(3V10) (541QB) Cleveland-Euclid, OH",965,962,99.69%,3,0.31%,955,4,3,3,0,0,0,,,,,,
"(3V10) (541QF) Cuyahoga County 4, OH - Mobile",147,116,78.91%,31,21.09%,112,1,3,6,3,10,12,,25.09,,,,
"(3V10) (552) Dayton, OH HCS","26,238","24,768",94.40%,"1,470",5.60%,"21,335","1,483","1,950","1,132",196,85,57,3.63,8.72,3.44,,,
"(3V10) (552) Dayton, OH","21,006","19,736",93.95%,"1,270",6.05%,"16,882","1,199","1,655",973,169,80,48,4.52,8.82,3.19,,,
"(3V10) (552GA) Middletown, OH","1,251","1,189",95.04%,62,4.96%,"1,013",74,102,55,4,2,1,3.66,8.82,3.90,,,
"(3V10) (552GB) Lima, OH","1,351","1,285",95.11%,66,4.89%,"1,193",44,48,51,11,2,2,0.76,8.89,3.13,,,
"(3V10) (552GC) Richmond, IN","1,389","1,339",96.40%,50,3.60%,"1,181",75,83,38,10,0,2,2.38,8.72,5.77,,,
"(3V10) (552GD) Springfield, OH","1,241","1,219",98.23%,22,1.77%,"1,066",91,62,15,2,1,4,4.38,5.86,3.69,,,
"(3V10) (757) Columbus, OH HCS","31,472","27,159",86.30%,"4,313",13.70%,"21,921","2,375","2,863","2,220",922,464,707,12.69,17.73,11.01,,,
"(3V10) (757) Columbus, OH (Chalmers P. Wylie)","25,277","21,799",86.24%,"3,478",13.76%,"17,506","1,943","2,350","1,852",737,320,569,11.03,17.17,10.20,,,
"(3V10) (757GA) Zanesville, OH","1,159",930,80.24%,229,19.76%,739,77,114,81,49,62,37,19.62,37.11,8.90,,,
"(3V10) (757GB) Grove City, OH","1,063",978,92.00%,85,8.00%,878,49,51,28,19,14,24,14.64,1.67,13.57,,,
"(3V10) (757GC) Marion, OH","1,084","1,028",94.83%,56,5.17%,854,96,78,34,9,6,7,6.40,11.76,10.39,,,
"(3V10) (757GD) Newark, OH","1,638","1,316",80.34%,322,19.66%,"1,015",134,167,151,76,43,52,20.53,33.47,14.05,,,
"(3V10) (757QC) Columbus-Airport Drive, OH","1,251","1,108",88.57%,143,11.43%,929,76,103,74,32,19,18,,,11.52,,,
"(3V10) (506) Ann Arbor, MI HCS","33,514","31,995",95.47%,"1,519",4.53%,"28,717","1,750","1,528","1,053",361,75,30,5.37,6.22,4.28,,,
"(3V10) (506) Ann Arbor, MI","22,529","21,556",95.68%,973,4.32%,"19,486","1,088",982,667,240,48,18,5.17,6.33,4.57,,,
"(3V10) (506GA) Toledo, OH","6,216","5,795",93.23%,421,6.77%,"5,088",394,313,290,97,25,9,7.25,8.01,3.90,,,
"(3V10) (506GB) Flint, MI","1,305","1,295",99.23%,10,0.77%,"1,221",42,32,8,2,0,0,1.90,1.11,2.25,,,
"(3V10) (506GC) Jackson Center, MI","1,369","1,349",98.54%,20,1.46%,"1,157",108,84,11,9,0,0,3.22,3.83,5.29,,,
"(3V10) (506QA) Ann Arbor-Packard Road, MI (Packard Road)","1,306","1,283",98.24%,23,1.76%,"1,117",87,79,21,2,0,0,,3.26,0.00,,,
"(3V10) (506QB) Green Road, MI",789,717,90.87%,72,9.13%,648,31,38,56,11,2,3,,3.13,,,,
"(3V10) (515) Battle Creek, MI HCS","22,226","20,748",93.35%,"1,478",6.65%,"16,723","1,969","2,056","1,037",297,75,69,5.04,9.96,6.86,,,
"(3V10) (515) Battle Creek, MI","9,674","9,120",94.27%,554,5.73%,"7,241",947,932,421,82,29,22,4.72,9.44,4.87,,,
"(3V10) (515BU) Battle Creek, MI - VADOM",67,49,73.13%,18,26.87%,29,7,13,16,2,0,0,,,,,,
"(3V10) (515BY) Wyoming, MI","8,944","8,168",91.32%,776,8.68%,"6,503",784,881,515,187,43,31,5.17,10.56,8.36,,,
"(3V10) (515GA) Muskegon, MI","1,327","1,282",96.61%,45,3.39%,"1,137",69,76,29,12,1,3,4.12,14.52,10.39,,,
"(3V10) (515GB) Lansing South, MI","1,389","1,322",95.18%,67,4.82%,"1,130",97,95,44,11,2,10,5.74,4.38,11.33,,,
"(3V10) (515GC) Benton Harbor, MI",825,807,97.82%,18,2.18%,683,65,59,12,3,0,3,5.82,6.18,3.37,,,
"(3V10) (553) Detroit, MI HCS","27,378","26,323",96.15%,"1,055",3.85%,"22,621","1,639","2,063",829,148,43,35,3.94,6.14,1.89,,,
"(3V10) (553) Detroit, MI (John D. Dingell)","25,424","24,378",95.89%,"1,046",4.11%,"20,790","1,574","2,014",821,147,43,35,4.80,6.20,1.85,,,
"(3V10) (553GA) Yale, MI","1,043","1,042",99.90%,1,0.10%,"1,020",12,10,1,0,0,0,0.70,,1.19,,,
"(3V10) (553GB) Pontiac, MI",865,858,99.19%,7,0.81%,769,50,39,6,1,0,0,1.40,4.08,4.71,,,
"(3V10) (553QA) Piquette Street, MI",46,45,97.83%,1,2.17%,42,3,0,1,0,0,0,1.43,,,,,
"(3V10) (583) Indianapolis, IN HCS","39,274","37,790",96.22%,"1,484",3.78%,"33,891","1,774","2,125","1,188",246,37,13,3.12,4.50,6.52,,,
"(3V10) (583) Indianapolis, IN (Richard L. Roudebush)","31,603","30,293",95.85%,"1,310",4.15%,"26,814","1,592","1,887","1,042",223,34,11,4.53,4.58,6.61,,,
"(3V10) (583GA) Terre Haute, IN","1,180","1,180",100.00%,0,0.00%,"1,163",14,3,0,0,0,0,0.17,1.20,0.11,,,
"(3V10) (583GB) Bloomington, IN",735,732,99.59%,3,0.41%,720,10,2,3,0,0,0,0.29,3.34,,,,
"Completed Appointment Wait Times National, Facility, and Division Level Summaries.
Wait Time Measured from Preferred Date For the Reporting Period Ending:  December 2018",Total Completed Appointments 1,Completed within 30 Days 2,Percent Appts Complete d in 30 Days or Less 3,Completed in Over 30 Days 4,Percent Appts Complete d in Over 30 Days 5,"Completed 0-7 Days
6","Completed 8-14
Days 7","Completed 15-30
Days 8","Completed 31-60
Days 9","Completed 61-90
Days 10","Completed 91-120
Days 11","Completed in more than 120
Days 12",PC Avg Wait Time in Days 13,SC Avg Wait Time in Days 14,MH Avg Wait Time in Days 15,,,
"(3V10) (583GC) Martinsville, IN",642,640,99.69%,2,0.31%,617,14,9,2,0,0,0,0.74,0.81,1.83,,,
"(3V10) (583GD) Indianapolis West, IN","1,275","1,229",96.39%,46,3.61%,"1,132",39,58,43,3,0,0,1.28,6.28,6.48,,,
"(3V10) (583GE) West Lafayette, IN",680,674,99.12%,6,0.88%,615,23,36,6,0,0,0,1.10,0.00,4.37,,,
"(3V10) (583GF) Camp Atterbury, IN (Wakeman)",866,803,92.73%,63,7.27%,732,34,37,47,12,2,2,3.21,5.70,13.20,,,
"(3V10) (583GG) Shelbyville, IN",190,189,99.47%,1,0.53%,169,10,10,1,0,0,0,0.72,1.25,5.13,,,
"(3V10) (583QA) Monroe County, IN",312,304,97.44%,8,2.56%,286,13,5,8,0,0,0,,,2.40,,,
"(3V10) (583QB) Indianapolis- Meridian Street, IN",32,28,87.50%,4,12.50%,28,0,0,0,4,0,0,,,,,,
"(3V10) (583QC) Vigo County, IN",333,292,87.69%,41,12.31%,218,7,67,36,4,1,0,,,12.26,,,
"(3V10) (583QD) Indianapolis YMCA, IN",264,264,100.00%,0,0.00%,236,18,10,0,0,0,0,,1.94,0.00,,,
"(3V10) (583QE) Indianapolis, IN (Cold Spring Road)","1,162","1,162",100.00%,0,0.00%,"1,161",0,1,0,0,0,0,,,,,,
(3V10) (610) Northern Indiana HCS,"25,740","24,353",94.61%,"1,387",5.39%,"21,225","1,388","1,740",898,280,109,100,3.72,10.74,3.77,,,
"(3V10) (610) Marion, IN","6,702","6,414",95.70%,288,4.30%,"5,601",346,467,224,46,8,10,3.84,8.13,2.74,,,
"(3V10) (610A4) Fort Wayne, IN","9,229","8,481",91.90%,748,8.10%,"7,151",547,783,433,168,81,66,4.46,12.45,2.19,,,
"(3V10) (610BU) Marion, IN - VADOM",35,34,97.14%,1,2.86%,19,9,6,1,0,0,0,,,,,,
"(3V10) (610BY) St. Joseph County, IN","4,475","4,249",94.95%,226,5.05%,"3,880",170,199,139,47,18,22,3.39,9.98,2.55,,,
"(3V10) (610GB) Muncie, IN","1,395","1,356",97.20%,39,2.80%,"1,219",69,68,31,6,1,1,2.84,3.19,6.15,,,
"(3V10) (610GC) Goshen, IN",918,888,96.73%,30,3.27%,785,56,47,23,6,1,0,4.57,6.30,2.75,,,
"(3V10) (610GD) Peru, IN",942,931,98.83%,11,1.17%,845,50,36,8,3,0,0,1.79,6.44,2.08,,,
"(3V10) (610QA) Fort Wayne-East State Boulevard, IN","2,039","1,995",97.84%,44,2.16%,"1,720",141,134,39,4,0,1,,12.71,5.29,,,
"(3V10) (610QB) Columbia Place, IN",5,5,100.00%,0,0.00%,5,0,0,0,0,0,0,,,,,,
"(3V10) (655) Saginaw, MI HCS","20,382","19,504",95.69%,878,4.31%,"16,877","1,250","1,377",697,132,26,23,3.79,5.64,3.41,,,
"(3V10) (655) Saginaw, MI (Aleda E. Lutz)","11,274","10,627",94.26%,647,5.74%,"9,035",711,881,513,95,23,16,4.38,6.12,0.78,,,
"(3V10) (655GA) Gaylord, MI",778,761,97.81%,17,2.19%,672,50,39,12,1,1,3,3.60,0.41,4.69,,,
"(3V10) (655GB) Traverse City, MI (Colonel Demas T. Craw)",679,661,97.35%,18,2.65%,594,36,31,16,2,0,0,2.13,4.29,0.58,,,
"(3V10) (655GC) Oscoda, MI",501,491,98.00%,10,2.00%,414,40,37,9,1,0,0,3.52,2.41,3.87,,,
"(3V10) (655GD) Alpena, MI
(Lieutenant Colonel Clement C. Van Wagoner)",781,758,97.06%,23,2.94%,667,45,46,17,6,0,0,1.49,5.82,3.87,,,
"(3V10) (655GE) Clare, MI","1,392","1,359",97.63%,33,2.37%,"1,139",134,86,21,12,0,0,2.75,4.07,6.50,,,
"(3V10) (655GF) Bad Axe, MI",592,584,98.65%,8,1.35%,508,38,38,8,0,0,0,2.75,2.11,3.77,,,
"(3V10) (655GG) Cadillac, MI",948,919,96.94%,29,3.06%,835,32,52,23,6,0,0,5.22,3.14,2.37,,,
"(3V10) (655GH) Cheboygan County, MI",451,436,96.67%,15,3.33%,390,23,23,10,3,2,0,1.66,9.31,4.64,,,
"(3V10) (655GI) Grayling, MI",467,434,92.93%,33,7.07%,371,17,46,27,3,0,3,8.67,1.18,3.98,,,
"(3V10) (655QA) Saginaw-Barnard Road, MI","1,974","1,937",98.13%,37,1.87%,"1,800",78,59,34,2,0,1,,0.68,3.07,,,
"(3V10) (655QB) Grand Traverse, MI",545,537,98.53%,8,1.47%,452,46,39,7,1,0,0,,5.26,2.87,,,
"(3V12) (550) Danville, IL HCS","16,013","15,664",97.82%,349,2.18%,"14,231",745,688,232,94,16,7,1.87,5.47,1.48,,,
"(3V12) (550) Danville, IL","8,206","8,079",98.45%,127,1.55%,"7,377",335,367,80,36,11,0,1.58,4.59,0.26,,,
"(3V12) (550BY) Peoria, IL (Bob
Michel)","4,579","4,389",95.85%,190,4.15%,"3,829",324,236,129,56,4,1,2.32,8.44,2.56,,,
"(3V12) (550GA) Decatur, IL","1,167","1,150",98.54%,17,1.46%,"1,080",35,35,15,0,1,1,1.77,3.51,1.68,,,
"(3V12) (550GD) Springfield, IL","1,563","1,549",99.10%,14,0.90%,"1,465",38,46,8,2,0,4,1.89,1.49,2.10,,,
"(3V12) (550GF) Mattoon, IL",498,497,99.80%,1,0.20%,480,13,4,0,0,0,1,0.81,0.59,3.84,,,
"(3V12) (537) Chicago, IL HCS","34,703","32,157",92.66%,"2,546",7.34%,"27,453","2,057","2,647","1,750",514,219,63,5.54,11.11,2.60,,,
"Completed Appointment Wait Times National, Facility, and Division Level Summaries.
Wait Time Measured from Preferred Date For the Reporting Period Ending:  December 2018",Total Completed Appointments 1,Completed within 30 Days 2,Percent Appts Complete d in 30 Days or Less 3,Completed in Over 30 Days 4,Percent Appts Complete d in Over 30 Days 5,"Completed 0-7 Days
6","Completed 8-14
Days 7","Completed 15-30
Days 8","Completed 31-60
Days 9","Completed 61-90
Days 10","Completed 91-120
Days 11","Completed in more than 120
Days 12",PC Avg Wait Time in Days 13,SC Avg Wait Time in Days 14,MH Avg Wait Time in Days 15,,,
"(3V12) (537) Chicago, IL (Jesse Brown)","26,625","24,499",92.02%,"2,126",7.98%,"20,702","1,616","2,181","1,489",400,185,52,7.32,10.90,1.93,,,
"(3V12) (537BY) Crown Point, IN (Adam Benjamin Jr.)","5,658","5,309",93.83%,349,6.17%,"4,661",302,346,199,108,32,10,3.43,12.90,4.25,,,
"(3V12) (537GA) Chicago Heights, IL",717,705,98.33%,12,1.67%,641,32,32,11,1,0,0,3.48,0.00,1.64,,,
"(3V12) (537GD) Lakeside, IL","1,023",979,95.70%,44,4.30%,874,56,49,37,5,2,0,4.91,0.00,2.89,,,
"(3V12) (537HA) Auburn Gresham, IL",680,665,97.79%,15,2.21%,575,51,39,14,0,0,1,4.74,0.00,3.34,,,
"(3V12) (556) North Chicago, IL HCS","23,699","23,327",98.43%,372,1.57%,"21,187","1,244",896,289,40,26,17,2.57,4.48,1.93,,,
"(3V12) (556) North Chicago, IL (Captain James A. Lovell)","21,003","20,678",98.45%,325,1.55%,"18,759","1,115",804,243,39,26,17,2.37,4.53,1.58,,,
"(3V12) (556GA) Evanston, IL",455,452,99.34%,3,0.66%,421,23,8,3,0,0,0,1.41,4.08,2.93,,,
"(3V12) (556GC) McHenry, IL","1,498","1,458",97.33%,40,2.67%,"1,282",95,81,39,1,0,0,4.28,4.04,4.24,,,
"(3V12) (556GD) Kenosha, WI",743,739,99.46%,4,0.54%,725,11,3,4,0,0,0,0.62,0.58,1.28,,,
"(3V12) (578) Hines, IL HCS","43,137","41,395",95.96%,"1,742",4.04%,"36,829","2,216","2,350","1,235",316,116,75,3.89,6.87,2.17,,,
"(3V12) (578) Hines, IL (Edward Hines Junior)","33,571","32,089",95.59%,"1,482",4.41%,"28,525","1,647","1,917","1,024",283,109,66,5.73,6.71,2.41,,,
"(3V12) (578GA) Joliet, IL","3,550","3,383",95.30%,167,4.70%,"2,849",295,239,136,23,3,5,2.69,9.22,1.67,,,
"(3V12) (578GC) Kankakee County, IL","1,148","1,132",98.61%,16,1.39%,"1,029",70,33,11,4,1,0,1.29,5.52,2.63,,,
"(3V12) (578GD) Aurora, IL","1,425","1,402",98.39%,23,1.61%,"1,326",42,34,23,0,0,0,0.83,5.02,1.87,,,
"(3V12) (578GE) Hoffman Estates, IL",968,957,98.86%,11,1.14%,868,57,32,11,0,0,0,2.56,5.74,1.67,,,
"(3V12) (578GF) LaSalle, IL","1,116","1,089",97.58%,27,2.42%,989,52,48,20,3,2,2,3.89,7.26,1.30,,,
"(3V12) (578GG) Oak Lawn, IL","1,359","1,343",98.82%,16,1.18%,"1,243",53,47,10,3,1,2,2.50,12.27,2.08,,,
"(3V12) (585) Iron Mountain, MI HCS","9,714","9,358",96.34%,356,3.66%,"8,176",592,590,276,61,12,7,4.95,7.11,3.18,,,
"(3V12) (585) Iron Mountain, MI (Oscar G. Johnson)","5,929","5,658",95.43%,271,4.57%,"4,858",393,407,220,41,8,2,9.33,6.68,3.89,,,
"(3V12) (585GA) Hancock, MI",513,503,98.05%,10,1.95%,477,10,16,6,2,1,1,1.25,24.19,0.92,,,
"(3V12) (585GB) Rhinelander, WI",881,867,98.41%,14,1.59%,761,60,46,11,3,0,0,2.76,5.03,3.62,,,
