facility,Total Completed Appointments 1,Completed within 30 Days 2,Percent Appts Complete d in 30 Days or Less 3,Completed in Over 30 Days 4,Percent Appts Complete d in Over 30 Days 5,"Completed 0-7 Days
6","Completed 8-14
Days 7","Completed 15-30
Days 8","Completed 31-60
Days 9","Completed 61-90
Days 10","Completed 91-120
Days 11","Completed in more than 120
Days 12",PC Avg Wait Time in Days 13,SC Avg Wait Time in Days 14,MH Avg Wait Time in Days 15,,,
"(2V09) (621GI) Sevierville, TN (Dannie A. Carr)","1,541","1,490",96.69%,51,3.31%,"1,330",80,80,35,5,3,8,4.63,32.13,0.27,,,
"(2V09) (621GJ) Bristol, VA","1,214","1,192",98.19%,22,1.81%,"1,102",54,36,17,3,1,1,2.67,0.00,6.02,,,
"(2V09) (621GK) Campbell County, TN",424,415,97.88%,9,2.12%,384,18,13,4,4,0,1,4.31,3.43,3.34,,,
"(2V09) (621GO) Mountain City, TN",301,291,96.68%,10,3.32%,277,10,4,10,0,0,0,3.84,,0.53,,,
"(2V09) (621QA) Jonesville, VA",57,57,100.00%,0,0.00%,56,1,0,0,0,0,0,0.55,,,,,
"(2V09) (621QB) Marion, VA",76,75,98.68%,1,1.32%,71,3,1,0,1,0,0,2.40,,,,,
"(2V09) (621QC) Vansant, VA",50,50,100.00%,0,0.00%,40,4,6,0,0,0,0,2.27,,,,,
"(2V09) (621QD) Knox County, TN",501,497,99.20%,4,0.80%,478,9,10,4,0,0,0,,1.44,0.00,,,
"(2V09) (621QE) Downtown West, TN",386,386,100.00%,0,0.00%,363,18,5,0,0,0,0,,1.40,,,,
(2V09) (626) Middle Tennessee HCS,"62,237","57,967",93.14%,"4,270",6.86%,"52,432","2,679","2,856","2,186",959,333,792,7.19,13.30,3.72,,,
"(2V09) (626) Nashville, TN","20,814","19,103",91.78%,"1,711",8.22%,"17,067",957,"1,079",951,424,153,183,7.75,11.30,1.99,,,
"(2V09) (626A4) Murfreesboro, TN (Alvin C. York)","16,547","15,429",93.24%,"1,118",6.76%,"13,964",679,786,605,229,78,206,4.41,16.64,1.51,,,
"(2V09) (626GA) Dover, TN",489,435,88.96%,54,11.04%,399,16,20,26,11,6,11,20.01,,2.72,,,
"(2V09) (626GC) Bowling Green, KY","1,381","1,254",90.80%,127,9.20%,"1,111",50,93,80,21,9,17,11.81,4.63,10.11,,,
"(2V09) (626GE) Clarksville, TN","5,061","4,669",92.25%,392,7.75%,"4,211",251,207,181,126,36,49,4.13,6.14,15.24,,,
"(2V09) (626GF) Chattanooga, TN","4,062","3,873",95.35%,189,4.65%,"3,552",171,150,87,34,9,59,4.65,8.02,2.97,,,
"(2V09) (626GG) Tullahoma, TN",228,215,94.30%,13,5.70%,210,3,2,1,3,1,8,0.40,3.33,2.26,,,
"(2V09) (626GH) Cookeville, TN","1,416","1,375",97.10%,41,2.90%,"1,282",51,42,15,7,3,16,4.52,8.28,5.65,,,
"(2V09) (626GJ) Hopkinsville, KY","1,607","1,401",87.18%,206,12.82%,"1,219",103,79,47,45,20,94,48.40,12.60,2.32,,,
"(2V09) (626GK) McMinnville, TN",887,879,99.10%,8,0.90%,815,38,26,6,1,0,1,2.07,5.11,4.70,,,
"(2V09) (626GL) Roane County, TN",436,415,95.18%,21,4.82%,341,35,39,10,4,3,4,9.32,0.00,8.71,,,
"(2V09) (626GM) Maury County, TN",735,691,94.01%,44,5.99%,593,52,46,17,6,1,20,5.88,6.64,2.96,,,
"(2V09) (626GN) Athens, TN",410,391,95.37%,19,4.63%,326,33,32,12,7,0,0,2.59,5.00,6.55,,,
"(2V09) (626GO) International Plaza, TN","1,996","1,908",95.59%,88,4.41%,"1,798",56,54,60,16,5,7,4.51,2.45,1.26,,,
"Completed Appointment Wait Times National, Facility, and Division Level Summaries.
Wait Time Measured from Preferred Date For the Reporting Period Ending:  December 2020",Total Completed Appointments 1,Completed within 30 Days 2,Percent Appts Complete d in 30 Days or Less 3,Completed in Over 30 Days 4,Percent Appts Complete d in Over 30 Days 5,"Completed 0-7 Days
6","Completed 8-14
Days 7","Completed 15-30
Days 8","Completed 31-60
Days 9","Completed 61-90
Days 10","Completed 91-120
Days 11","Completed in more than 120
Days 12",PC Avg Wait Time in Days 13,SC Avg Wait Time in Days 14,MH Avg Wait Time in Days 15,,,
"(2V09) (626GP) Gallatin, TN",600,591,98.50%,9,1.50%,537,17,37,7,2,0,0,4.62,5.00,0.00,,,
(2V09) (626MA) IDES Fort Campbell,17,17,100.00%,0,0.00%,17,0,0,0,0,0,0,,,,,,
"(2V09) (626QA) Albion Street, TN",686,670,97.67%,16,2.33%,640,17,13,11,1,2,2,4.93,,0.00,,,
"(2V09) (626QB) Charlotte Avenue, TN","2,350","2,299",97.83%,51,2.17%,"2,141",79,79,23,15,5,8,3.54,9.77,0.34,,,
"(2V09) (626QC) Pointe Centre, TN","1,632","1,586",97.18%,46,2.82%,"1,456",67,63,34,4,1,7,,7.11,3.00,,,
"(2V09) (626QD) Glenis Drive, TN",618,603,97.57%,15,2.43%,597,1,5,12,2,1,0,,,3.82,,,
"(2V09) (626QE) Glenis Drive 2, TN",26,26,100.00%,0,0.00%,26,0,0,0,0,0,0,,,0.00,,,
"(2V09) (626QF) Dalton Drive, TN",239,137,57.32%,102,42.68%,130,3,4,1,1,0,100,,94.15,,,,
"(3V10) (538) Chillicothe, OH HCS","12,465","11,460",91.94%,"1,005",8.06%,"10,203",597,660,546,172,70,217,3.45,21.36,2.45,,,
"(3V10) (538GC) Marietta, OH",42,37,88.10%,5,11.90%,32,1,4,5,0,0,0,5.50,22.35,2.52,,,
"(3V10) (538) Chillicothe, OH","8,378","7,559",90.22%,819,9.78%,"6,558",475,526,450,137,48,184,5.50,22.35,2.52,,,
"(3V10) (538GA) Athens, OH",888,863,97.18%,25,2.82%,814,20,29,14,3,2,6,2.63,11.66,0.62,,,
"(3V10) (538GB) Portsmouth, OH",776,756,97.42%,20,2.58%,723,14,19,12,3,2,3,3.06,5.32,1.16,,,
"(3V10) (538GC) Marietta, OH",480,402,83.75%,78,16.25%,340,31,31,42,16,10,10,1.52,33.08,0.79,,,
"(3V10) (538GD) Lancaster, OH","1,028",989,96.21%,39,3.79%,940,25,24,16,9,6,8,1.00,14.05,4.73,,,
"(3V10) (538GE) Cambridge, OH",584,566,96.92%,18,3.08%,526,22,18,7,3,2,6,2.28,18.94,1.44,,,
"(3V10) (538GF) Wilmington, OH",289,288,99.65%,1,0.35%,270,9,9,0,1,0,0,2.68,,1.81,,,
"(3V10) (539) Cincinnati, OH HCS","29,420","27,246",92.61%,"2,174",7.39%,"24,224","1,398","1,624","1,173",434,187,380,5.95,15.28,1.63,,,
"(3V10) (539) Cincinnati, OH","19,339","17,828",92.19%,"1,511",7.81%,"15,574","1,002","1,252",852,317,125,217,5.67,14.81,0.55,,,
(3V10) (5399AB) Fort Thomas CLC,2,2,100.00%,0,0.00%,2,0,0,0,0,0,0,,,0.00,,,
"(3V10) (539A4) Fort Thomas, KY","1,139","1,079",94.73%,60,5.27%,"1,035",13,31,37,14,8,1,,7.09,4.64,,,
"(3V10) (539BV) Fort Thomas, KY - PRRTP",20,20,100.00%,0,0.00%,13,2,5,0,0,0,0,,,,,,
"(3V10) (539GA) Bellevue, KY",776,720,92.78%,56,7.22%,678,27,15,18,7,8,23,17.18,,3.03,,,
"(3V10) (539GB) Clermont County, OH","1,864","1,793",96.19%,71,3.81%,"1,680",63,50,36,16,8,11,3.02,11.18,0.97,,,
"(3V10) (539GC) Dearborn, IN","1,007",971,96.43%,36,3.57%,894,42,35,21,6,1,8,2.17,11.82,0.64,,,
"(3V10) (539GD) Florence, KY","1,631","1,520",93.19%,111,6.81%,"1,386",73,61,51,11,6,43,5.72,25.91,2.49,,,
"(3V10) (539GE) Hamilton, OH","1,219","1,135",93.11%,84,6.89%,"1,013",70,52,45,17,7,15,5.13,20.04,0.64,,,
"(3V10) (539GF) Georgetown, OH",442,413,93.44%,29,6.56%,360,31,22,11,10,2,6,10.10,16.31,1.71,,,
"(3V10) (539QB) Highland Avenue, OH","1,379","1,191",86.37%,188,13.63%,"1,069",48,74,85,28,22,53,,15.17,,,,
"(3V10) (539QC) Vine Street, OH",15,15,100.00%,0,0.00%,14,1,0,0,0,0,0,0.00,,,,,
"(3V10) (539QD) Norwood, OH",587,559,95.23%,28,4.77%,506,26,27,17,8,0,3,,13.78,3.87,,,
"(3V10) (541) Cleveland, OH HCS","72,169","67,343",93.31%,"4,826",6.69%,"57,507","4,516","5,320","3,374",783,218,451,4.48,10.23,2.19,,,
"(3V10) (541) Cleveland, OH (Louis Stokes Cleveland)","28,443","26,178",92.04%,"2,265",7.96%,"21,709","1,905","2,564","1,676",315,105,169,9.40,8.56,0.68,,,
"(3V10) (541BY) Canton, OH","4,916","4,735",96.32%,181,3.68%,"4,075",324,336,116,55,3,7,2.50,9.70,3.43,,,
"(3V10) (541BZ) Youngstown, OH","4,425","4,224",95.46%,201,4.54%,"3,775",214,235,156,43,0,2,3.87,7.36,1.36,,,
"(3V10) (541GB) Lorain, OH","3,286","3,074",93.55%,212,6.45%,"2,705",178,191,151,30,14,17,6.48,12.70,2.30,,,
"(3V10) (541GC) Sandusky, OH","1,603","1,467",91.52%,136,8.48%,"1,320",78,69,61,20,6,49,8.42,34.52,5.47,,,
"(3V10) (541GD) Mansfield, OH (David F. Winder)","3,602","3,540",98.28%,62,1.72%,"3,388",94,58,43,14,5,0,0.63,5.92,0.83,,,
"(3V10) (541GF) Lake County, OH","3,233","3,151",97.46%,82,2.54%,"2,840",158,153,49,11,8,14,2.41,7.61,2.23,,,
"(3V10) (541GG) Akron, OH","7,123","6,546",91.90%,577,8.10%,"5,493",539,514,364,98,24,91,4.31,13.17,1.31,,,
"(3V10) (541GH) East Liverpool, OH","1,113","1,062",95.42%,51,4.58%,972,52,38,26,13,4,8,4.34,14.93,2.45,,,
"(3V10) (541GI) Warren, OH","1,463","1,389",94.94%,74,5.06%,"1,215",86,88,57,10,2,5,6.02,10.56,2.01,,,
"Completed Appointment Wait Times National, Facility, and Division Level Summaries.
Wait Time Measured from Preferred Date For the Reporting Period Ending:  December 2020",Total Completed Appointments 1,Completed within 30 Days 2,Percent Appts Complete d in 30 Days or Less 3,Completed in Over 30 Days 4,Percent Appts Complete d in Over 30 Days 5,"Completed 0-7 Days
6","Completed 8-14
Days 7","Completed 15-30
Days 8","Completed 31-60
Days 9","Completed 61-90
Days 10","Completed 91-120
Days 11","Completed in more than 120
Days 12",PC Avg Wait Time in Days 13,SC Avg Wait Time in Days 14,MH Avg Wait Time in Days 15,,,
"(3V10) (541GJ) New Philadelphia, OH","1,327","1,240",93.44%,87,6.56%,"1,098",61,81,67,13,3,4,5.70,7.51,4.38,,,
"(3V10) (541GK) Ravenna, OH","1,463","1,405",96.04%,58,3.96%,"1,257",66,82,47,9,2,0,1.76,8.74,3.04,,,
"(3V10) (541GL) Parma, OH","8,805","8,032",91.22%,773,8.78%,"6,435",741,856,505,143,41,84,4.12,14.49,5.33,,,
"(3V10) (541GM) Cleveland Superior Avenue, OH",72,64,88.89%,8,11.11%,38,7,19,8,0,0,0,,,,,,
"(3V10) (541QB) Cleveland Euclid Avenue, OH",901,899,99.78%,2,0.22%,895,3,1,2,0,0,0,4.20,14.50,0.00,,,
"(3V10) (541QE) Cleveland East Boulevard 3, OH - Mobile",216,179,82.87%,37,17.13%,155,5,19,29,7,1,0,,11.86,,,,
"(3V10) (541QF) Cuyahoga County 4, OH - Mobile",178,158,88.76%,20,11.24%,137,5,16,17,2,0,1,,13.51,,,,
"(3V10) (552) Dayton, OH HCS","24,352","23,086",94.80%,"1,266",5.20%,"20,081","1,399","1,606",827,211,76,152,3.60,8.83,3.32,,,
"(3V10) (552) Dayton, OH","19,121","18,094",94.63%,"1,027",5.37%,"15,675","1,127","1,292",647,178,73,129,2.51,9.12,2.26,,,
"(3V10) (552GA) Middletown, OH","1,203","1,125",93.52%,78,6.48%,970,67,88,59,11,1,7,7.73,11.02,8.52,,,
"(3V10) (552GB) Lima, OH","1,412","1,383",97.95%,29,2.05%,"1,296",60,27,23,4,1,1,0.51,3.97,4.00,,,
"(3V10) (552GC) Richmond, IN","1,169","1,109",94.87%,60,5.13%,986,48,75,40,9,0,11,3.24,10.36,18.14,,,
"(3V10) (552GD) Springfield, OH","1,324","1,252",94.56%,72,5.44%,"1,043",88,121,58,9,1,4,8.99,6.32,3.80,,,
"(3V10) (552GF) Wright-Patterson, OH",123,123,100.00%,0,0.00%,111,9,3,0,0,0,0,0.15,0.92,4.71,,,
"(3V10) (757) Columbus, OH HCS","25,411","23,537",92.63%,"1,874",7.37%,"20,041","1,478","2,018","1,312",400,98,64,4.18,9.36,4.19,,,
"(3V10) (757) Columbus, OH (Chalmers P. Wylie)","20,031","18,357",91.64%,"1,674",8.36%,"15,638","1,145","1,574","1,154",367,90,63,3.65,9.73,3.46,,,
"(3V10) (757GA) Zanesville, OH",773,736,95.21%,37,4.79%,662,32,42,34,3,0,0,5.13,5.27,3.18,,,
"(3V10) (757GB) Grove City, OH",934,907,97.11%,27,2.89%,834,38,35,13,10,3,1,2.45,8.65,4.07,,,
"(3V10) (757GC) Marion, OH","1,049",998,95.14%,51,4.86%,845,63,90,44,5,2,0,4.63,3.63,4.52,,,
"(3V10) (757GD) Newark, OH (Daniel L. Kinnard)","1,203","1,165",96.84%,38,3.16%,990,68,107,35,3,0,0,7.43,4.69,4.82,,,
"(3V10) (757QC) Columbus Airport Drive, OH","1,421","1,374",96.69%,47,3.31%,"1,072",132,170,32,12,3,0,,,4.98,,,
"(3V10) (506) Ann Arbor, MI HCS","33,835","31,678",93.62%,"2,157",6.38%,"28,218","1,764","1,696","1,223",448,145,341,3.95,13.11,3.85,,,
"(3V10) (506QB) Green Road, MI",1,1,100.00%,0,0.00%,1,0,0,0,0,0,0,6.07,12.48,4.71,,,
"(3V10) (506) Ann Arbor, MI","23,172","21,610",93.26%,"1,562",6.74%,"19,097","1,233","1,280",929,311,105,217,6.07,12.48,4.71,,,
"(3V10) (506GA) Toledo, OH","6,107","5,693",93.22%,414,6.78%,"5,008",358,327,166,95,34,119,1.05,21.18,1.96,,,
"(3V10) (506GB) Flint, MI","1,412","1,395",98.80%,17,1.20%,"1,335",40,20,14,1,0,2,2.05,0.78,2.07,,,
"(3V10) (506GC) Jackson, MI","1,385","1,367",98.70%,18,1.30%,"1,227",101,39,10,6,0,2,1.55,5.43,2.30,,,
"(3V10) (506QA) Ann Arbor Packard Road, MI (Packard Road)","1,035","1,019",98.45%,16,1.55%,"1,008",9,2,12,1,2,1,,0.03,1.95,,,
"(3V10) (506QB) Green Road, MI",723,593,82.02%,130,17.98%,542,23,28,92,34,4,0,,11.76,,,,
"(3V10) (515) Battle Creek, MI HCS","20,851","18,792",90.13%,"2,059",9.87%,"15,642","1,533","1,617","1,074",350,189,446,6.10,23.98,6.82,,,
"(3V10) (515) Battle Creek, MI","9,373","8,589",91.64%,784,8.36%,"7,183",704,702,459,128,57,140,6.24,19.20,7.15,,,
"(3V10) (515BU) Battle Creek, MI - VADOM",49,49,100.00%,0,0.00%,43,6,0,0,0,0,0,,,,,,
"(3V10) (515BY) Wyoming, MI","8,151","7,059",86.60%,"1,092",13.40%,"5,705",634,720,498,192,116,286,5.23,28.57,6.87,,,
"(3V10) (515GA) Muskegon, MI","1,491","1,396",93.63%,95,6.37%,"1,185",106,105,65,9,6,15,10.14,6.67,3.32,,,
"(3V10) (515GB) Lansing South, MI","1,230","1,166",94.80%,64,5.20%,"1,052",57,57,41,13,8,2,4.88,11.81,6.42,,,
"(3V10) (515GC) Benton Harbor, MI",556,532,95.68%,24,4.32%,473,26,33,11,8,2,3,8.63,0.81,1.50,,,
"(3V10) (515PA) Battle Creek, MI - PRRTP",1,1,100.00%,0,0.00%,1,0,0,0,0,0,0,,,,,,
"(3V10) (553) Detroit, MI HCS","20,851","19,215",92.15%,"1,636",7.85%,"16,522","1,144","1,549",995,308,114,219,3.98,12.82,2.56,,,
"(3V10) (553) Detroit, MI (John D. Dingell)","19,176","17,550",91.52%,"1,626",8.48%,"14,937","1,095","1,518",986,308,113,219,5.41,13.08,2.51,,,
"(3V10) (553GB) Pontiac, MI",5,5,100.00%,0,0.00%,5,0,0,0,0,0,0,5.41,13.08,2.51,,,
"(3V10) (553GA) Yale, MI",876,875,99.89%,1,0.11%,868,4,3,1,0,0,0,0.51,,0.68,,,
"Completed Appointment Wait Times National, Facility, and Division Level Summaries.
Wait Time Measured from Preferred Date For the Reporting Period Ending:  December 2020",Total Completed Appointments 1,Completed within 30 Days 2,Percent Appts Complete d in 30 Days or Less 3,Completed in Over 30 Days 4,Percent Appts Complete d in Over 30 Days 5,"Completed 0-7 Days
6","Completed 8-14
Days 7","Completed 15-30
Days 8","Completed 31-60
Days 9","Completed 61-90
Days 10","Completed 91-120
Days 11","Completed in more than 120
Days 12",PC Avg Wait Time in Days 13,SC Avg Wait Time in Days 14,MH Avg Wait Time in Days 15,,,
"(3V10) (553GB) Pontiac, MI",711,702,98.73%,9,1.27%,633,43,26,8,0,1,0,1.94,3.00,6.85,,,
"(3V10) (553QA) Piquette Street, MI",83,83,100.00%,0,0.00%,79,2,2,0,0,0,0,1.44,,,,,
"(3V10) (583) Indianapolis, IN HCS","39,258","37,986",96.76%,"1,272",3.24%,"34,293","1,815","1,878",920,192,49,111,2.83,5.80,4.82,,,
"(3V10) (583) Indianapolis, IN (Richard L. Roudebush)","29,742","28,688",96.46%,"1,054",3.54%,"25,850","1,432","1,406",764,153,41,96,3.64,5.54,5.02,,,
"(3V10) (583BU) Indianapolis, IN - VADOM",473,434,91.75%,39,8.25%,366,38,30,27,8,0,4,,14.82,,,,
"(3V10) (583GA) Terre Haute, IN","1,087","1,080",99.36%,7,0.64%,"1,063",10,7,5,2,0,0,0.02,5.34,0.00,,,
"(3V10) (583GB) Bloomington, IN","1,132","1,120",98.94%,12,1.06%,"1,065",24,31,4,8,0,0,1.75,3.65,0.17,,,
"(3V10) (583GC) Martinsville, IN",683,677,99.12%,6,0.88%,569,44,64,6,0,0,0,5.41,0.99,2.20,,,
"(3V10) (583GD) Indianapolis West, IN","1,767","1,727",97.74%,40,2.26%,"1,520",85,122,18,7,4,11,1.94,18.65,8.86,,,
"(3V10) (583GE) West Lafayette, IN",893,883,98.88%,10,1.12%,827,32,24,8,2,0,0,1.85,0.00,4.23,,,
"(3V10) (583GF) Wakeman, IN","1,090","1,077",98.81%,13,1.19%,997,40,40,8,5,0,0,1.39,4.92,2.11,,,
"(3V10) (583GG) Shelbyville, IN",462,435,94.16%,27,5.84%,398,18,19,19,5,3,0,1.78,10.63,13.57,,,
"(3V10) (583QA) Monroe County, IN",332,324,97.59%,8,2.41%,299,14,11,8,0,0,0,,,2.03,,,
"(3V10) (583QB) Indianapolis Meridian Street, IN",7,7,100.00%,0,0.00%,7,0,0,0,0,0,0,1.00,,,,,
"(3V10) (583QC) Vigo County, IN",276,257,93.12%,19,6.88%,215,21,21,19,0,0,0,,,3.93,,,
"(3V10) (583QD) Indianapolis YMCA, IN",713,676,94.81%,37,5.19%,518,55,103,34,2,1,0,,7.34,,,,
"(3V10) (583QE) Cold Spring Road, IN",601,601,100.00%,0,0.00%,599,2,0,0,0,0,0,,,,,,
(3V10) (610) Northern Indiana HCS,"22,262","20,554",92.33%,"1,708",7.67%,"17,367","1,549","1,638",955,290,175,288,8.09,16.16,3.97,,,
"(3V10) (610) Marion, IN","4,956","4,664",94.11%,292,5.89%,"3,907",407,350,145,43,24,80,10.81,14.84,3.70,,,
"(3V10) (610A4) Fort Wayne, IN","8,517","7,523",88.33%,994,11.67%,"6,236",581,706,542,177,100,175,13.24,17.70,1.14,,,
"(3V10) (610BY) St. Joseph County, IN","3,902","3,652",93.59%,250,6.41%,"3,152",255,245,131,52,39,28,4.57,13.71,4.12,,,
"(3V10) (610GB) Muncie, IN","1,520","1,454",95.66%,66,4.34%,"1,260",82,112,54,7,4,1,5.41,9.60,5.15,,,
"(3V10) (610GC) Goshen, IN",939,930,99.04%,9,0.96%,798,79,53,8,1,0,0,3.98,1.07,1.72,,,
"(3V10) (610GD) Peru, IN",877,859,97.95%,18,2.05%,783,25,51,17,0,0,1,2.23,1.79,1.56,,,
"(3V10) (610QA) Fort Wayne East State Boulevard, IN","1,491","1,415",94.90%,76,5.10%,"1,191",110,114,55,10,8,3,,5.13,4.62,,,
"(3V10) (610QB) Columbia Place, IN",60,57,95.00%,3,5.00%,40,10,7,3,0,0,0,,,,,,
"(3V10) (655) Saginaw, MI HCS","20,242","19,133",94.52%,"1,109",5.48%,"16,896","1,134","1,103",548,183,84,294,6.35,13.67,3.48,,,
"(3V10) (655) Saginaw, MI (Aleda E. Lutz)","11,129","10,434",93.76%,695,6.24%,"9,314",562,558,298,102,37,258,3.48,15.26,1.33,,,
"(3V10) (655GA) Gaylord, MI",825,767,92.97%,58,7.03%,678,51,38,36,17,2,3,7.19,9.20,1.53,,,
"(3V10) (655GB) Traverse City, MI (Colonel Demas T. Craw)","1,414","1,330",94.06%,84,5.94%,"1,074",111,145,61,14,6,3,8.37,10.50,4.16,,,
"(3V10) (655GC) Oscoda, MI",506,487,96.25%,19,3.75%,410,46,31,8,3,1,7,7.28,11.06,18.82,,,
"(3V10) (655GD) Alpena, MI
(Lieutenant Colonel Clement C. Van Wagoner)",805,765,95.03%,40,4.97%,667,57,41,17,6,16,1,9.72,4.69,5.17,,,
"(3V10) (655GE) Clare, MI","1,412","1,349",95.54%,63,4.46%,"1,178",90,81,35,16,6,6,7.40,7.62,4.30,,,
"(3V10) (655GF) Bad Axe, MI",584,577,98.80%,7,1.20%,524,28,25,3,1,3,0,3.22,4.04,1.15,,,
"(3V10) (655GG) Cadillac, MI",948,917,96.73%,31,3.27%,813,54,50,16,9,3,3,2.69,9.22,1.53,,,
"(3V10) (655GH) Cheboygan County, MI",454,420,92.51%,34,7.49%,358,24,38,33,1,0,0,9.13,2.75,1.57,,,
"(3V10) (655GI) Grayling, MI",488,432,88.52%,56,11.48%,359,37,36,22,11,10,13,19.74,14.03,10.28,,,
"(3V10) (655QA) Saginaw Barnard Road, MI","1,677","1,655",98.69%,22,1.31%,"1,521",74,60,19,3,0,0,,1.48,2.83,,,
"(3V12) (550) Danville, IL HCS","15,420","14,987",97.19%,433,2.81%,"13,542",729,716,216,92,60,65,3.34,7.69,0.98,,,
"(3V12) (550) Danville, IL","7,168","6,992",97.54%,176,2.46%,"6,333",323,336,103,28,31,14,4.06,5.75,0.33,,,
"Completed Appointment Wait Times National, Facility, and Division Level Summaries.
Wait Time Measured from Preferred Date For the Reporting Period Ending:  December 2020",Total Completed Appointments 1,Completed within 30 Days 2,Percent Appts Complete d in 30 Days or Less 3,Completed in Over 30 Days 4,Percent Appts Complete d in Over 30 Days 5,"Completed 0-7 Days
6","Completed 8-14
Days 7","Completed 15-30
Days 8","Completed 31-60
Days 9","Completed 61-90
Days 10","Completed 91-120
Days 11","Completed in more than 120
Days 12",PC Avg Wait Time in Days 13,SC Avg Wait Time in Days 14,MH Avg Wait Time in Days 15,,,
"(3V12) (550BY) Peoria, IL (Bob
Michel)","4,361","4,148",95.12%,213,4.88%,"3,708",212,228,82,58,27,46,3.42,12.65,1.11,,,
"(3V12) (550GA) Decatur, IL","1,332","1,323",99.32%,9,0.68%,"1,203",65,55,4,0,1,4,2.11,3.69,1.70,,,
"(3V12) (550GD) Springfield, IL","1,404","1,390",99.00%,14,1.00%,"1,272",72,46,12,2,0,0,2.48,4.06,0.88,,,
"(3V12) (550GF) Mattoon, IL",516,505,97.87%,11,2.13%,449,33,23,8,3,0,0,4.77,1.35,1.93,,,
"(3V12) (550GG) Bloomington, IL",639,629,98.44%,10,1.56%,577,24,28,7,1,1,1,2.56,5.29,2.82,,,
"(3V12) (537) Chicago, IL HCS","29,415","26,693",90.75%,"2,722",9.25%,"23,236","1,521","1,936","1,411",579,296,436,6.02,18.69,2.02,,,
"(3V12) (537) Chicago, IL (Jesse Brown)","23,083","20,834",90.26%,"2,249",9.74%,"18,094","1,175","1,565","1,224",492,244,289,7.28,16.61,2.02,,,
"(3V12) (537BY) Crown Point, IN (Adam Benjamin Jr.)","4,394","3,946",89.80%,448,10.20%,"3,389",255,302,171,82,49,146,6.35,33.56,2.52,,,
"(3V12) (537GA) Chicago Heights, IL",536,534,99.63%,2,0.37%,500,17,17,1,0,0,1,1.45,0.00,1.57,,,
"(3V12) (537GD) Lakeside, IL",845,832,98.46%,13,1.54%,764,34,34,11,2,0,0,2.40,0.67,,,,
"(3V12) (537HA) Auburn Gresham, IL",557,547,98.20%,10,1.80%,489,40,18,4,3,3,0,5.76,0.20,0.17,,,
"(3V12) (556) North Chicago, IL HCS","21,161","20,416",96.48%,745,3.52%,"18,172","1,200","1,044",499,120,37,89,4.36,6.73,3.18,,,
"(3V12) (556) North Chicago, IL (Captain James A. Lovell)","19,122","18,405",96.25%,717,3.75%,"16,268","1,127","1,010",481,118,36,82,4.16,6.80,2.73,,,
"(3V12) (556GA) Evanston, IL",436,423,97.02%,13,2.98%,394,22,7,8,1,1,3,5.06,1.95,12.73,,,
"(3V12) (556GC) McHenry, IL",992,980,98.79%,12,1.21%,921,36,23,7,1,0,4,6.19,5.73,2.83,,,
"(3V12) (556GD) Kenosha, WI",611,608,99.51%,3,0.49%,589,15,4,3,0,0,0,1.55,1.73,0.07,,,
"(3V12) (578) Hines, IL HCS","34,494","32,668",94.71%,"1,826",5.29%,"30,016","1,255","1,397",940,294,143,449,10.21,9.88,2.47,,,
"(3V12) (578) Hines, IL (Edward Hines Junior)","26,732","25,357",94.86%,"1,375",5.14%,"23,243",970,"1,144",759,224,103,289,7.43,8.55,1.06,,,
"(3V12) (578GA) Joliet, IL","2,551","2,284",89.53%,267,10.47%,"2,032",119,133,117,44,27,79,6.58,23.24,9.44,,,
"(3V12) (578GC) Kankakee County, IL",829,813,98.07%,16,1.93%,760,30,23,11,5,0,0,1.38,6.26,2.62,,,
"(3V12) (578GD) Aurora, IL","1,416","1,304",92.09%,112,7.91%,"1,233",47,24,18,13,8,73,41.29,17.94,15.51,,,
"(3V12) (578GE) Hoffman Estates, IL","1,048","1,034",98.66%,14,1.34%,981,32,21,10,3,0,1,1.09,10.09,0.82,,,
"(3V12) (578GF) LaSalle, IL",809,778,96.17%,31,3.83%,697,42,39,16,5,4,6,3.13,14.53,0.00,,,
"(3V12) (578GG) Oak Lawn, IL","1,109","1,098",99.01%,11,0.99%,"1,070",15,13,9,0,1,1,1.07,15.38,3.55,,,
"(3V12) (585) Iron Mountain, MI HCS","10,520","9,762",92.79%,758,7.21%,"8,483",610,669,451,99,87,121,2.70,19.15,3.83,,,
"(3V12) (585) Iron Mountain, MI (Oscar G. Johnson)","6,611","5,953",90.05%,658,9.95%,"5,126",372,455,366,88,85,119,2.77,21.15,3.30,,,
"(3V12) (585GA) Hancock, MI",509,503,98.82%,6,1.18%,477,15,11,3,3,0,0,1.07,21.20,1.06,,,
"(3V12) (585GB) Rhinelander, WI",751,714,95.07%,37,4.93%,612,54,48,35,1,0,1,3.11,5.15,7.62,,,
"(3V12) (585GC) Menominee, MI",565,557,98.58%,8,1.42%,512,33,12,5,2,1,0,2.48,23.12,0.94,,,
"(3V12) (585GD) Ironwood, MI",300,285,95.00%,15,5.00%,249,17,19,13,1,0,1,5.16,26.50,1.90,,,
"(3V12) (585GF) Manistique, MI",298,297,99.66%,1,0.34%,275,11,11,1,0,0,0,1.24,14.00,2.26,,,
"(3V12) (585HA) Marquette, MI","1,013",988,97.53%,25,2.47%,844,79,65,20,4,1,0,1.55,6.95,7.29,,,
