facility,"Total Completed
Appointments 1","Completed within
30 Days 2",,,"Percent
Appts
Complete
d in 30
Days or
Less 3","Completed in
Over 30 Days 4","Percent
Appts
Complete
d in Over
30 Days 5","Completed 0-7 Days
6",,"Completed 8-14
Days 7","Completed 15-30
Days 8","Completed 31-60
Days 9","Completed 61-90
Days 10","Completed 91-120
Days 11","Completed in
more than 120
Days 12","PC Avg
Wait Time
in Days
13","SC Avg
Wait Time
in Days
14","MH Avg
Wait Time
in Days
15",
(V19) (666GC) Riverton,,666,655,,,98.35%,11,1.65%,617,,18,20,9,0,1,1,2,6,1,
(V19) (666GD) Powell,,317,303,,,95.58%,14,4.42%,285,,10,8,9,2,2,1,5,0.00,6,
(V19) (666GE) Gillette,,386,377,,,97.67%,9,2.33%,345,,25,7,6,3,0,0,3.60,2,0,
(V19) (666GF) Rock Springs,,368,368,,,100.00%,0,0.00%,362,,4,2,0,0,0,0,0,0.00,0,
"(V20) (463) Anchorage, AK",,"8,755","8,480",,,96.86%,275,3.14%,"7,917",,231,332,219,47,8,1,5,3,2,
"(V20) (463) Alaska VA Medical
Center",,"6,081","5,886",,,96.79%,195,3.21%,"5,498",,153,235,158,32,4,1,5,2.90,1,
(V20) (463BU) Anchorage DCHV,,631,630,,,99.84%,1,0.16%,598,,16,16,1,0,0,0,,,6,
(V20) (463GA) Fairbanks,,606,553,,,91.25%,53,8.75%,473,,32,48,34,15,4,0,8.20,13,5,
(V20) (463GB) Kenai,,774,748,,,96.64%,26,3.36%,708,,11,29,26,0,0,0,2,3,3.50,
(V20) (463GC) Mat-Su,,663,663,,,100.00%,0,0.00%,640,,19,4,0,0,0,0,1,,1,
"(V20) (531) Boise, ID",,"21,254","20,197",,,95.03%,"1,057",4.97%,"18,111",,819,"1,267",671,271,73,42,2,8.80,1,
(V20) (531) Boise VA Medical Center,,"18,284","17,257",,,94.38%,"1,027",5.62%,"15,416",,714,"1,127",649,266,70,42,2,9,2,
(V20) (531GE) Twin Falls,,"1,263","1,253",,,99.21%,10,0.79%,"1,179",,39,35,7,3,0,0,2,2,0.00,
(V20) (531GG) Caldwell,,"1,694","1,674",,,98.82%,20,1.18%,"1,503",,66,105,15,2,3,0,3,6,1,
(V20) (531MA) IDES Mt Home AFB,,7,7,,,100.00%,0,0.00%,7,,0,0,0,0,0,0,,0.00,,
(V20) (531MB) IDES Idaho ANG,,6,6,,,100.00%,0,0.00%,6,,0,0,0,0,0,0,,0.00,0.00,
"(V20) (648) Portland, OR",,"45,983","42,258",,,91.90%,"3,725",8.10%,"35,632",,"2,898","3,728","2,656",867,156,46,11,10,3,
"(V20) (648) Portland VA Medical
Center",,"25,437","23,611",,,92.82%,"1,826",7.18%,"20,334",,"1,407","1,870","1,277",424,88,37,10.10,9,1,
(V20) (648A4) Vancouver,,"6,674","5,959",,,89.29%,715,10.71%,"4,919",,431,609,574,130,10,1,15,9,3,
(V20) (648BU) VADOM Vancouver,,114,114,,,100.00%,0,0.00%,114,,0,0,0,0,0,0,,,,
(V20) (648GA) Bend,,"2,132","1,850",,,86.77%,282,13.23%,"1,547",,146,157,231,48,2,1,10,11,8,
(V20) (648GB) Salem,,"3,894","3,366",,,86.44%,528,13.56%,"2,746",,327,293,288,186,51,3,14,14,5,
(V20) (648GD) North Coast,,539,527,,,97.77%,12,2.23%,493,,19,15,3,9,0,0,6,,2,
(V20) (648GE) East Portland,,"2,202","2,102",,,95.46%,100,4.54%,"1,609",,181,312,79,14,4,3,9,1,2,
(V20) (648GF) Hillsboro,,"3,236","3,004",,,92.83%,232,7.17%,"2,439",,236,329,176,54,1,1,13,7,3,
(V20) (648GG) West Linn,,"1,755","1,725",,,98.29%,30,1.71%,"1,431",,151,143,28,2,0,0,5,8.00,4.00,
"(V20) (653) Roseburg, OR",,"18,921","17,889",,,94.55%,"1,032",5.45%,"16,050",,866,973,659,306,55,12,9.60,8,2,
"(V20) (653) Roseburg VA Medical
Center",,"11,679","10,912",,,93.43%,767,6.57%,"9,986",,427,499,476,235,46,10,14,7.60,2,
(V20) (653BV) Roseburg Domiciliary,,2,2,,,100.00%,0,0.00%,2,,0,0,0,0,0,0,,,,
(V20) (653BY) Eugene,,"5,397","5,215",,,96.63%,182,3.37%,"4,499",,346,370,120,53,7,2,7,11,1,
(V20) (653GA) North Bend,,"1,187","1,105",,,93.09%,82,6.91%,974,,58,73,62,18,2,0,12,0,0.60,
(V20) (653GB) Brookings,,656,655,,,99.85%,1,0.15%,589,,35,31,1,0,0,0,3,0.00,2,
"(V20) (663) VA Puget Sound, WA",,"61,129","58,676",,,95.99%,"2,453",4.01%,"51,167",,"3,572","3,937","1,825",460,82,86,7,7,1,
"(V20) (663) Seattle VA Medical
Center",,"29,797","28,823",,,96.73%,974,3.27%,"25,930",,"1,385","1,508",731,177,41,25,5,6,1,
,,,,,,,,,,,,,,,,,,,,
"Completed Appointment Wait Times National,
Facility, and Division Level Summaries.
Wait Time Measured from Preferred Date
For the Reporting Period Ending: December
2015",,"Total Completed
Appointments 1","Completed within
30 Days 2",,,"Percent
Appts
Complete
d in 30
Days or
Less 3","Completed in
Over 30 Days 4","Percent
Appts
Complete
d in Over
30 Days 5","Completed 0-7 Days
6",,"Completed 8-14
Days 7","Completed 15-30
Days 8","Completed 31-60
Days 9","Completed 61-90
Days 10","Completed 91-120
Days 11","Completed in
more than 120
Days 12","PC Avg
Wait Time
in Days
13","SC Avg
Wait Time
in Days
14","MH Avg
Wait Time
in Days
15",
(V20) (663A4) American Lake,,"23,968","22,710",,,94.75%,"1,258",5.25%,"19,337",,"1,518","1,855",911,250,40,57,9.40,8,1,
(V20) (663GA) Bellevue,,"2,085","2,083",,,99.90%,2,0.10%,"1,724",,298,61,0,0,0,2,4,1,1,
(V20) (663GB) Bremerton,,975,966,,,99.08%,9,0.92%,881,,31,54,7,0,0,2,4,1,0,
(V20) (663GC) Mount Vernon,,"3,000","2,820",,,94.00%,180,6.00%,"2,372",,166,282,149,30,1,0,10,7,0,
(V20) (663GD) South Sound,,"1,152","1,122",,,97.40%,30,2.60%,781,,171,170,27,3,0,0,7,1.50,9,
"(V20) (663HK) Puget Sound VA
Mobile Clinic",,142,142,,,100.00%,0,0.00%,135,,2,5,0,0,0,0,0.90,,,
(V20) (663MA) IDES Fort Lewis,,10,10,,,100.00%,0,0.00%,7,,1,2,0,0,0,0,,8,,
"(V20) (668) Spokane, WA",,"19,535","18,955",,,97.03%,580,2.97%,"17,771",,575,609,462,80,11,27,3,5,1,
(V20) (668) Mann-Grandstaff VAMC,,"16,081","15,597",,,96.99%,484,3.01%,"14,485",,535,577,379,67,11,27,4,5,1.80,
(V20) (668GA) Wenatchee,,"1,049",961,,,91.61%,88,8.39%,934,,4,23,75,13,0,0,8.60,7.10,1,
(V20) (668GB) Coeur d'Alene,,"2,360","2,352",,,99.66%,8,0.34%,"2,308",,35,9,8,0,0,0,1,1,0,
(V20) (668HK) Spokane Mobile OPC,,45,45,,,100.00%,0,0.00%,44,,1,0,0,0,0,0,1,,,
"(V20) (687) Walla Walla, WA",,"8,547","8,091",,,94.66%,456,5.34%,"6,720",,660,711,363,79,12,2,9,10,2,
"(V20) (687) Jonathan M Wainwright
VAMC",,"4,553","4,252",,,93.39%,301,6.61%,"3,481",,353,418,231,59,11,0,11,10,1,
(V20) (687GA) Richland,,"1,228","1,187",,,96.66%,41,3.34%,920,,132,135,37,2,0,2,9,14,4,
(V20) (687GB) Lewiston,,"1,032",994,,,96.32%,38,3.68%,899,,51,44,31,7,0,0,5,0,4,
(V20) (687GC) La Grande,,486,484,,,99.59%,2,0.41%,439,,28,17,2,0,0,0,3,3,3.20,
(V20) (687HA) Yakima,,"1,248","1,174",,,94.07%,74,5.93%,981,,96,97,62,11,1,0,11,4,2,
"(V20) (692) White City, OR",,"12,219","11,920",,,97.55%,299,2.45%,"11,345",,259,316,179,93,20,7,7.10,4,1,
"(V20) (692) White City VA Medical
Center",,"10,621","10,325",,,97.21%,296,2.79%,"9,791",,236,298,178,91,20,7,10,4,1,
(V20) (692GA) Klamath Falls,,"1,191","1,189",,,99.83%,2,0.17%,"1,169",,10,10,1,1,0,0,1,1,0,
(V20) (692GB) Grants Pass,,407,406,,,99.75%,1,0.25%,385,,13,8,0,1,0,0,1,0.50,1,
"(V21) (358) Manila, PI",,"1,861","1,829",,,98.28%,32,1.72%,"1,679",,102,48,15,17,0,0,2.90,3,3,
(V21) (358) Manila,,"1,861","1,829",,,98.28%,32,1.72%,"1,679",,102,48,15,17,0,0,2.90,3,3,
"(V21) (459) Honolulu, HI",,"16,073","15,825",,,98.46%,248,1.54%,"13,920",,932,973,239,7,1,1,5,2,2,
"(V21) (459) Spark M Matsunaga
VAMC",,"10,014","9,891",,,98.77%,123,1.23%,"8,808",,486,597,117,5,1,0,6,2,1,
(V21) (459GA) Maui,,"1,231","1,227",,,99.68%,4,0.32%,"1,133",,51,43,3,0,0,1,2,4,2,
(V21) (459GB) Hilo,,"1,085","1,062",,,97.88%,23,2.12%,884,,95,83,23,0,0,0,6,0,3,
(V21) (459GC) Kona,,589,589,,,100.00%,0,0.00%,510,,65,14,0,0,0,0,3,0,3,
(V21) (459GD) Kauai,,638,614,,,96.24%,24,3.76%,565,,20,29,22,2,0,0,5.50,0.00,2,
(V21) (459GE) Guam,,930,916,,,98.49%,14,1.51%,767,,62,87,14,0,0,0,5,2,3,
(V21) (459GF) American Samoa,,618,611,,,98.87%,7,1.13%,543,,56,12,7,0,0,0,2,7,0,
(V21) (459GG) Leeward Oahu,,968,915,,,94.52%,53,5.48%,710,,97,108,53,0,0,0,8,,4.00,
"(V21) (570) Fresno, CA",,"20,372","19,756",,,96.98%,616,3.02%,"17,799",,945,"1,012",445,160,7,4,0,8,1,
(V21) (570) Fresno VAMC,,"17,555","16,985",,,96.75%,570,3.25%,"15,085",,908,992,407,152,7,4,0,8,0.60,
(V21) (570GA) Merced,,956,943,,,98.64%,13,1.36%,919,,16,8,11,2,0,0,1,9,0,
(V21) (570GB) Tulare,,"1,352","1,329",,,98.30%,23,1.70%,"1,298",,19,12,21,2,0,0,0.10,1,2,
(V21) (570GC) Oakhurst,,509,499,,,98.04%,10,1.96%,497,,2,0,6,4,0,0,0,13,0.00,
"(V21) (612) N. California, CA",,"61,468","58,909",,,95.84%,"2,559",4.16%,"50,935",,"3,601","4,373","1,869",506,154,30,6,8,2,
(V21) (612A4) Sacramento VAMC,,"22,071","20,798",,,94.23%,"1,273",5.77%,"17,954",,"1,292","1,552",788,312,148,25,8,10,3,
(V21) (612B4) Redding,,"6,682","6,438",,,96.35%,244,3.65%,"5,879",,302,257,191,51,2,0,5,6,0,
(V21) (612BY) Oakland,,"5,463","5,409",,,99.01%,54,0.99%,"4,778",,313,318,51,3,0,0,4.40,6,1,
(V21) (612GD) Fairfield,,"1,531","1,483",,,96.86%,48,3.14%,"1,316",,85,82,45,3,0,0,8,4,0,
,,,,,,,,,,,,,,,,,,,,
"Completed Appointment Wait Times National,
Facility, and Division Level Summaries.
Wait Time Measured from Preferred Date
For the Reporting Period Ending: December
2015",,"Total Completed
Appointments 1","Completed within
30 Days 2",,,"Percent
Appts
Complete
d in 30
Days or
Less 3","Completed in
Over 30 Days 4","Percent
Appts
Complete
d in Over
30 Days 5","Completed 0-7 Days
6",,"Completed 8-14
Days 7","Completed 15-30
Days 8","Completed 31-60
Days 9","Completed 61-90
Days 10","Completed 91-120
Days 11","Completed in
more than 120
Days 12","PC Avg
Wait Time
in Days
13","SC Avg
Wait Time
in Days
14","MH Avg
Wait Time
in Days
15",
(V21) (612GE) Mare Island,,"1,866","1,834",,,98.29%,32,1.71%,"1,646",,57,131,29,2,1,0,6,3,1,
(V21) (612GF) Martinez,,"11,988","11,484",,,95.80%,504,4.20%,"9,697",,689,"1,098",430,71,0,3,6,9,0,
(V21) (612GG) Chico,,"2,893","2,791",,,96.47%,102,3.53%,"2,496",,192,103,40,62,0,0,8,3,4,
(V21) (612GH) McClellan,,"7,818","7,604",,,97.26%,214,2.74%,"6,323",,529,752,207,2,3,2,4,6,2,
(V21) (612GI) Yuba City,,"1,156","1,068",,,92.39%,88,7.61%,846,,142,80,88,0,0,0,13,0.00,3,
"(V21) (640) Palo Alto, CA",,"38,402","36,660",,,95.46%,"1,742",4.54%,"30,649",,"2,654","3,357","1,509",190,25,18,7,6,7.20,
(V21) (640) Palo Alto VAMC,,"16,809","16,445",,,97.83%,364,2.17%,"14,348",,994,"1,103",345,13,0,6,5,4,3,
(V21) (640A0) Palo Alto-Menlo Pk,,"1,998","1,950",,,97.60%,48,2.40%,"1,731",,96,123,43,5,0,0,5,3,5,
"(V21) (640A4) Palo Alto VAMC-
Livermore",,"5,425","5,055",,,93.18%,370,6.82%,"4,066",,467,522,293,59,12,6,5,9,5,
(V21) (640BY) San Jose,,"4,575","4,379",,,95.72%,196,4.28%,"3,415",,402,562,179,16,1,0,6.70,9,6,
(V21) (640GA) Capitola,,80,80,,,100.00%,0,0.00%,46,,29,5,0,0,0,0,7,,2.00,
(V21) (640GB) Sonora,,566,496,,,87.63%,70,12.37%,393,,43,60,68,2,0,0,11,0.00,3,
(V21) (640GC) Fremont,,805,773,,,96.02%,32,3.98%,621,,62,90,32,0,0,0,4,5,10,
(V21) (640HA) Stockton,,"2,118","1,884",,,88.95%,234,11.05%,"1,546",,132,206,182,43,7,2,11.50,2,14,
(V21) (640HB) Modesto,,"2,306","2,166",,,93.93%,140,6.07%,"1,822",,159,185,94,43,3,0,7,7,7,
(V21) (640HC) Monterey,,"3,720","3,432",,,92.26%,288,7.74%,"2,661",,270,501,273,9,2,4,6,10,8,
"(V21) (654) Reno, NV",,"23,673","22,928",,,96.85%,745,3.15%,"20,555",,"1,351","1,022",604,84,28,29,4,7,0.80,
(V21) (654) Ioannis A Lougaris VAMC,,"20,565","19,850",,,96.52%,715,3.48%,"17,720",,"1,202",928,576,82,28,29,5,7,0.40,
(V21) (654GA) Sierra Foothills,,981,971,,,98.98%,10,1.02%,918,,24,29,8,2,0,0,1,6.00,3,
(V21) (654GB) Carson Valley,,870,869,,,99.89%,1,0.11%,791,,59,19,1,0,0,0,3,3,2,
(V21) (654GC) Lahontan Valley,,942,923,,,97.98%,19,2.02%,817,,62,44,19,0,0,0,4,8,2.10,
(V21) (654GD) Diamond View,,315,315,,,100.00%,0,0.00%,309,,4,2,0,0,0,0,0.40,2,0,
"(V21) (662) San Francisco, CA",,"34,174","33,321",,,97.50%,853,2.50%,"30,181",,"1,581","1,559",684,142,13,14,5,5,3,
(V21) (662) San Francisco VAMC,,"23,464","23,089",,,98.40%,375,1.60%,"21,320",,820,949,322,43,5,5,5.90,4,0,
(V21) (662GA) Santa Rosa,,"3,898","3,529",,,90.53%,369,9.47%,"2,887",,331,311,259,96,8,6,7,12,9,
(V21) (662GC) Eureka,,"2,901","2,863",,,98.69%,38,1.31%,"2,466",,238,159,38,0,0,0,4,4,3,
(V21) (662GD) Ukiah,,"1,117","1,071",,,95.88%,46,4.12%,997,,36,38,42,3,0,1,3,1,9,
(V21) (662GE) San Bruno,,823,817,,,99.27%,6,0.73%,711,,60,46,6,0,0,0,3,4,2.70,
"(V21) (662GF) San Francisco VA
Clinic",,920,907,,,98.59%,13,1.41%,825,,46,36,12,0,0,1,3,5,2.50,
(V21) (662GG) Clearlake,,"1,051","1,045",,,99.43%,6,0.57%,975,,50,20,5,0,0,1,2,2,3,
"(V22) (593) Las Vegas, NV",,"43,032","40,544",,,94.22%,"2,488",5.78%,"36,412",,"2,022","2,110","1,445",622,320,101,5,8,3,
"(V22) (593) Las Vegas VA Medical
Center",,"28,919","27,022",,,93.44%,"1,897",6.56%,"24,212",,"1,358","1,452",975,511,310,101,4,8,2,
(V22) (593GC) Pahrump,,780,780,,,100.00%,0,0.00%,763,,12,5,0,0,0,0,0,0.00,1,
"(V22) (593GD) Northwest Las Vegas
VA Clinic",,"3,983","3,732",,,93.70%,251,6.30%,"3,345",,186,201,214,36,1,0,7,3,4,
"(V22) (593GE) Southeast Las Vegas
VA Clinic",,"3,052","2,902",,,95.09%,150,4.91%,"2,623",,169,110,104,41,5,0,6,2,4,
"(V22) (593GF) Southwest Las Vegas
VA Clinic",,"3,272","3,161",,,96.61%,111,3.39%,"2,780",,195,186,109,2,0,0,4.10,7,5,
"(V22) (593GG) Northeast Las Vegas
VA Clinic",,"2,709","2,655",,,98.01%,54,1.99%,"2,431",,87,137,33,17,4,0,3,1,3,
(V22) (593GH) Laughlin,,317,292,,,92.11%,25,7.89%,258,,15,19,10,15,0,0,7,,,
"(V22) (600) Long Beach, CA",,"51,139","50,068",,,97.91%,"1,071",2.09%,"46,597",,"1,840","1,631",725,219,87,40,4,4,3,
"(V22) (600) Long Beach VA Medical
Center",,"46,034","45,052",,,97.87%,982,2.13%,"42,159",,"1,525","1,368",668,206,79,29,4,4,3,
(V22) (600GA) Anaheim,,957,946,,,98.85%,11,1.15%,822,,62,62,11,0,0,0,3,0.00,4,
(V22) (600GB) Santa Ana,,"1,798","1,728",,,96.11%,70,3.89%,"1,438",,144,146,38,13,8,11,5,10.80,5,
,,,,,,,,,,,,,,,,,,,,
"Completed Appointment Wait Times National,
Facility, and Division Level Summaries.
Wait Time Measured from Preferred Date
For the Reporting Period Ending: December
2015",,"Total Completed
Appointments 1","Completed within
30 Days 2",,,"Percent
Appts
Complete
d in 30
Days or
Less 3","Completed in
Over 30 Days 4","Percent
Appts
Complete
d in Over
30 Days 5","Completed 0-7 Days
6",,"Completed 8-14
Days 7","Completed 15-30
Days 8","Completed 31-60
Days 9","Completed 61-90
Days 10","Completed 91-120
Days 11","Completed in
more than 120
Days 12","PC Avg
Wait Time
in Days
13","SC Avg
Wait Time
in Days
14","MH Avg
Wait Time
in Days
15",
(V22) (600GC) Cabrillo,,902,902,,,100.00%,0,0.00%,885,,11,6,0,0,0,0,2,0.00,1,
(V22) (600GD) Whittier,,546,543,,,99.45%,3,0.55%,443,,74,26,3,0,0,0,3,0.00,5,
(V22) (600GE) Laguna Hills,,902,897,,,99.45%,5,0.55%,850,,24,23,5,0,0,0,1,0.00,4,
"(V22) (605) Loma Linda, CA",,"51,162","48,668",,,95.13%,"2,494",4.87%,"43,706",,"2,577","2,385","1,534",838,101,21,5.80,7,4,
"(V22) (605) Jerry L Pettis Memorial
Veterans Hospital",,"43,425","41,497",,,95.56%,"1,928",4.44%,"37,646",,"1,992","1,859","1,096",713,98,21,3,7,4,
(V22) (605GA) Victorville,,"1,410","1,273",,,90.28%,137,9.72%,"1,149",,42,82,102,34,1,0,11,12,1,
(V22) (605GB) Murrieta,,"1,763","1,541",,,87.41%,222,12.59%,"1,185",,163,193,141,80,1,0,17,8,1.90,
(V22) (605GC) Palm Desert,,"2,150","2,064",,,96.00%,86,4.00%,"1,715",,208,141,85,1,0,0,4,10,4.60,
(V22) (605GD) Corona,,951,852,,,89.59%,99,10.41%,665,,125,62,90,8,1,0,13,,5,
(V22) (605GE) Rancho Cucamonga,,"1,463","1,441",,,98.50%,22,1.50%,"1,346",,47,48,20,2,0,0,3,0,1,
"(V22) (664) San Diego, CA",,"53,638","51,115",,,95.30%,"2,523",4.70%,"44,843",,"2,991","3,281","1,518",678,245,82,3,8,9,
"(V22) (664) San Diego VA Medical
Center",,"32,563","31,069",,,95.41%,"1,494",4.59%,"28,000",,"1,479","1,590",991,363,106,34,3,8,3,
(V22) (664BU) San Diego Domiciliary,,217,217,,,100.00%,0,0.00%,217,,0,0,0,0,0,0,,,,
(V22) (664BY) Mission Valley,,"10,312","9,893",,,95.94%,419,4.06%,"8,142",,708,"1,043",219,94,72,34,3,10,14,
(V22) (664GA) Imperial Valley,,463,453,,,97.84%,10,2.16%,392,,51,10,5,5,0,0,3,5,6,
(V22) (664GB) Oceanside,,"7,365","6,858",,,93.12%,507,6.88%,"5,833",,488,537,235,195,64,13,2,9,18,
(V22) (664GC) Chula Vista,,"1,380","1,330",,,96.38%,50,3.62%,"1,180",,102,48,37,12,1,0,2,9,2,
(V22) (664GD) Escondido,,"1,338","1,295",,,96.79%,43,3.21%,"1,079",,163,53,31,9,2,1,3,0.00,11,
(V22) (691) Greater Los Angeles HCS,,"60,252","56,711",,,94.12%,"3,541",5.88%,"49,857",,"3,348","3,506","2,484",821,194,42,5.40,8,4,
"(V22) (691) West Los Angeles VA
Medical Center",,"28,005","26,740",,,95.48%,"1,265",4.52%,"23,472",,"1,507","1,761",932,248,51,34,4,6,3,
"(V22) (691A4) Sepulveda VA Medical
Center",,"14,212","12,913",,,90.86%,"1,299",9.14%,"11,280",,808,825,916,300,78,5,4.00,12,3,
(V22) (691GB) Santa Barbara,,886,853,,,96.28%,33,3.72%,716,,72,65,33,0,0,0,5,10,5,
(V22) (691GC) Gardena,,701,661,,,94.29%,40,5.71%,549,,67,45,27,12,1,0,1,13.60,13,
(V22) (691GD) Bakersfield,,"3,135","3,026",,,96.52%,109,3.48%,"2,658",,165,203,59,46,4,0,4,12,1,
(V22) (691GE) Los Angeles,,"7,492","7,133",,,95.21%,359,4.79%,"6,568",,324,241,157,145,54,3,10,4,9,
(V22) (691GF) East Los Angeles,,874,874,,,100.00%,0,0.00%,823,,39,12,0,0,0,0,5,13.00,0,
(V22) (691GG) Antelope Valley,,760,751,,,98.82%,9,1.18%,730,,5,16,9,0,0,0,1,0.50,4.50,
(V22) (691GK) San Luis Obispo,,673,588,,,87.37%,85,12.63%,454,,61,73,77,7,1,0,14,12,3,
(V22) (691GL) Santa Maria,,"2,563","2,275",,,88.76%,288,11.24%,"1,850",,212,213,256,27,5,0,15,7,5,
(V22) (691GM) Oxnard,,951,897,,,94.32%,54,5.68%,757,,88,52,18,36,0,0,10,,5,
"(V23) (437) Fargo, ND",,"17,570","16,604",,,94.50%,966,5.50%,"15,028",,688,888,681,224,48,13,5,8,1,
(V23) (437) Fargo VAMC,,"12,488","11,646",,,93.26%,842,6.74%,"10,461",,493,692,589,204,39,10,6,8,2,
(V23) (437GA) Grafton,,240,240,,,100.00%,0,0.00%,232,,6,2,0,0,0,0,1,0.00,0.00,
(V23) (437GB) Bismarck,,"1,389","1,356",,,97.62%,33,2.38%,"1,272",,36,48,29,3,1,0,1,9.00,2,
(V23) (437GC) Fergus Falls,,486,479,,,98.56%,7,1.44%,440,,23,16,6,1,0,0,4,0.00,0,
(V23) (437GD) Minot,,647,588,,,90.88%,59,9.12%,476,,49,63,35,15,7,2,9,25,0,
(V23) (437GE) Bemidji,,"1,257","1,236",,,98.33%,21,1.67%,"1,127",,50,59,19,1,1,0,4,2,2.30,
(V23) (437GF) Williston,,301,301,,,100.00%,0,0.00%,287,,14,0,0,0,0,0,2,0.00,0.00,
(V23) (437GI) Grand Forks,,762,758,,,99.48%,4,0.52%,733,,17,8,3,0,0,1,1,2,0,
"(V23) (438) Sioux Falls, SD",,"18,636","18,213",,,97.73%,423,2.27%,"16,790",,744,679,298,103,19,3,2,6,3,
(V23) (438) Royal C. Johnson VAMC,,"13,417","13,073",,,97.44%,344,2.56%,"11,837",,646,590,251,74,16,3,3,6,2,
(V23) (438GA) Spirit Lake,,972,969,,,99.69%,3,0.31%,940,,19,10,0,2,1,0,1,4,1,
(V23) (438GC) Sioux City,,"1,680","1,658",,,98.69%,22,1.31%,"1,565",,49,44,20,2,0,0,1,4,8,
,,,,,,,,,,,,,,,,,,,,
"Completed Appointment Wait Times National,
Facility, and Division Level Summaries.
Wait Time Measured from Preferred Date
For the Reporting Period Ending: December
2015",,"Total Completed
Appointments 1","Completed within
30 Days 2",,,"Percent
Appts
Complete
d in 30
Days or
Less 3","Completed in
Over 30 Days 4","Percent
Appts
Complete
d in Over
30 Days 5","Completed 0-7 Days
6",,"Completed 8-14
Days 7","Completed 15-30
Days 8","Completed 31-60
Days 9","Completed 61-90
Days 10","Completed 91-120
Days 11","Completed in
more than 120
Days 12","PC Avg
Wait Time
in Days
13","SC Avg
Wait Time
in Days
14","MH Avg
Wait Time
in Days
15",
(V23) (438GD) Aberdeen,,"1,177","1,150",,,97.71%,27,2.29%,"1,116",,14,20,14,11,2,0,0,12,2.50,
(V23) (438GE) Wagner,,223,223,,,100.00%,0,0.00%,210,,4,9,0,0,0,0,1,0.00,11.50,
(V23) (438GF) Watertown,,"1,167","1,140",,,97.69%,27,2.31%,"1,122",,12,6,13,14,0,0,0,6,0,
"(V23) (568) Black Hills HCS, SD",,"11,806","11,099",,,94.01%,707,5.99%,"9,713",,622,764,624,67,5,11,7,9,2,
(V23) (568) Fort Meade VAMC,,"5,720","5,183",,,90.61%,537,9.39%,"4,443",,307,433,475,53,3,6,11.30,10,1,
(V23) (568A4) Hot Springs,,"3,740","3,645",,,97.46%,95,2.54%,"3,354",,132,159,74,14,2,5,5,7,2,
(V23) (568GA) Rapid City,,"1,553","1,485",,,95.62%,68,4.38%,"1,243",,110,132,68,0,0,0,8.50,8,2.20,
(V23) (568GB) Pierre,,173,173,,,100.00%,0,0.00%,152,,16,5,0,0,0,0,3,,2.10,
(V23) (568HA) Newcastle,,12,12,,,100.00%,0,0.00%,5,,3,4,0,0,0,0,12.00,,10.00,
(V23) (568HB) Gordon CBOC,,31,29,,,93.55%,2,6.45%,15,,8,6,2,0,0,0,14,,2.80,
(V23) (568HF) Pine Ridge,,20,19,,,95.00%,1,5.00%,12,,3,4,1,0,0,0,11,,5,
(V23) (568HH) Scottsbluff,,409,409,,,100.00%,0,0.00%,361,,37,11,0,0,0,0,3,0.00,1,
(V23) (568HJ) Mission,,31,31,,,100.00%,0,0.00%,31,,0,0,0,0,0,0,0.00,,,
(V23) (568HK) McLaughlin,,5,5,,,100.00%,0,0.00%,5,,0,0,0,0,0,0,,,0.00,
(V23) (568HM) Eagle Butte,,19,19,,,100.00%,0,0.00%,18,,0,1,0,0,0,0,1,,0.00,
(V23) (568HP) Winner,,71,70,,,98.59%,1,1.41%,66,,2,2,1,0,0,0,1,,4.30,
(V23) (568MA) IDES Ellsworth AFB,,22,19,,,86.36%,3,13.64%,8,,4,7,3,0,0,0,,13,28.50,
"(V23) (618) Minneapolis, MN",,"64,340","62,773",,,97.56%,"1,567",2.44%,"58,263",,"2,486","2,024","1,249",272,42,4,2,5,1,
(V23) (618) Minneapolis VAMC,,"48,623","47,360",,,97.40%,"1,263",2.60%,"44,347",,"1,612","1,401","1,074",171,14,4,2,5,0,
(V23) (618BY) Twin Ports,,"3,757","3,674",,,97.79%,83,2.21%,"3,420",,142,112,44,39,0,0,2,5,1,
(V23) (618GA) St. James,,"1,103","1,103",,,100.00%,0,0.00%,"1,016",,51,36,0,0,0,0,3,0.00,0,
(V23) (618GB) Hibbing,,"1,151","1,147",,,99.65%,4,0.35%,"1,045",,77,25,3,1,0,0,2,2,4,
(V23) (618GD) Maplewood,,"1,585","1,533",,,96.72%,52,3.28%,"1,251",,192,90,52,0,0,0,4,9,1,
(V23) (618GE) Chippewa Valley,,"1,494","1,493",,,99.93%,1,0.07%,"1,365",,97,31,1,0,0,0,3,2,0,
(V23) (618GG) Rochester,,"1,321","1,321",,,100.00%,0,0.00%,"1,265",,33,23,0,0,0,0,1,0.00,2,
(V23) (618GH) Hayward,,"1,064","1,035",,,97.27%,29,2.73%,918,,53,64,27,2,0,0,5,0.00,2,
(V23) (618GI) Northwest Metro,,"2,925","2,800",,,95.73%,125,4.27%,"2,497",,118,185,38,59,28,0,2,9,4,
(V23) (618GJ) Shakopee,,715,705,,,98.60%,10,1.40%,593,,82,30,10,0,0,0,5,7,1,
(V23) (618GK) Albert Lea,,602,602,,,100.00%,0,0.00%,546,,29,27,0,0,0,0,2,3,3,
"(V23) (636) Central Iowa, IA",,"21,885","20,772",,,94.91%,"1,113",5.09%,"18,364",,"1,109","1,299",766,241,58,48,5,8,2,
